ligand_id,molecule_chembl_id,smiles,pchembl,scaffold,n_meas,sdf,pdbqt
L0742,CHEMBL3357950,C[C@@H](NC(=O)N1CCc2cnc(Nc3cnn(C)c3)nc2C1)c1ccc(Cl)c(Cl)c1,8.4,O=C(NCc1ccccc1)N1CCc2cnc(Nc3cn[nH]c3)nc2C1,1,L0742.sdf,L0742.pdbqt
L0743,CHEMBL5186025,O=C1Nc2ccc(Br)cc2/C1=N/NC(=O)c1cc2cc(Br)ccc2o1,7.42,O=C1Nc2ccccc2/C1=N/NC(=O)c1cc2ccccc2o1,1,L0743.sdf,L0743.pdbqt
L0744,CHEMBL5172659,COc1ccc2c(c1)/C(=N/NC(=O)c1cc3cc(Br)ccc3o1)C(=O)N2,7.28,O=C1Nc2ccccc2/C1=N/NC(=O)c1cc2ccccc2o1,1,L0744.sdf,L0744.pdbqt
L0745,CHEMBL201511,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,5.16,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1ccccc1,1,L0745.sdf,L0745.pdbqt
L0746,CHEMBL1823653,O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCCNC1)c1ccc2cnccc2c1,4.68,O=C(NC(c1ccccc1)C1CCCNC1)c1ccc2cnccc2c1,1,L0746.sdf,L0746.pdbqt
L0747,CHEMBL245925,CCNC(=O)N1CCC(Nc2ncc(Cl)c(-n3ccc4ccccc43)n2)CC1,5.35,c1ccc2c(c1)ccn2-c1ccnc(NC2CCNCC2)n1,1,L0747.sdf,L0747.pdbqt
L0748,CHEMBL392613,CCNC(=O)N1CCC(Nc2nccc(-n3ccc4ccccc43)n2)CC1,5.0,c1ccc2c(c1)ccn2-c1ccnc(NC2CCNCC2)n1,1,L0748.sdf,L0748.pdbqt
L0749,CHEMBL4568087,Cn1cc(-c2cnc3c(-c4csc(C(=O)N[C@@H]5CCCC[C@@H]5N)c4)cnn3c2)cn1,8.66,O=C(NC1CCCCC1)c1cc(-c2cnn3cc(-c4cn[nH]c4)cnc23)cs1,1,L0749.sdf,L0749.pdbqt
L0750,CHEMBL4297488,CC(C)c1cnn2c(NCc3ccccc3)cc(NC[C@H]3CCNC[C@@H]3O)nc12,6.21,c1ccc(CNc2cc(NCC3CCNCC3)nc3ccnn23)cc1,3,L0750.sdf,L0750.pdbqt
L0751,CHEMBL5283549,O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@@H](CO)Cc4ccccc4)c3)cc12)c1ccccc1,6.21,O=C(Nc1n[nH]c2ccc(-c3cncc(NCCCc4ccccc4)c3)cc12)c1ccccc1,1,L0751.sdf,L0751.pdbqt
L0752,CHEMBL5283085,O=C(Nc1n[nH]c2ccc(-c3cncc(NC[C@H](CO)Cc4ccccc4)c3)cc12)c1ccccc1,5.62,O=C(Nc1n[nH]c2ccc(-c3cncc(NCCCc4ccccc4)c3)cc12)c1ccccc1,1,L0752.sdf,L0752.pdbqt
L0753,CHEMBL393929,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,6.47,O=C1N=C(NCc2cccs2)S/C1=C\c1ccc2ncccc2c1,1,L0753.sdf,L0753.pdbqt
L0754,CHEMBL3545110,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,4.12,c1cc(Nc2ncc3ccn(C4CCCC4)c3n2)ncc1N1CCNCC1,1,L0754.sdf,L0754.pdbqt
L0755,CHEMBL382607,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)n3ncnc3n2)CC1,6.58,O=S(=O)(c1ccccc1)c1ccc(Nc2cc(NC3CCCCC3)nc3ncnn23)cc1,1,L0755.sdf,L0755.pdbqt
L0756,CHEMBL206109,NS(=O)(=O)c1ccc(Nc2cc(OCC3CCCCC3)nc3ncnn23)cc1,4.96,c1ccc(Nc2cc(OCC3CCCCC3)nc3ncnn23)cc1,1,L0756.sdf,L0756.pdbqt
L0757,CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,7.92,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,1,L0757.sdf,L0757.pdbqt
L0758,CHEMBL191845,O=C1NC2C=CC=CC2/C1=C/Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,6.0,O=C1NC2C=CC=CC2/C1=C/Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1,L0758.sdf,L0758.pdbqt
L0759,CHEMBL1081263,N[C@H](CNc1ncc(-c2ccc3cnccc3c2)s1)Cc1ccc(C(F)(F)F)cc1,7.91,c1ccc(CCCNc2ncc(-c3ccc4cnccc4c3)s2)cc1,1,L0759.sdf,L0759.pdbqt
L0760,CHEMBL1081295,Nc1cc2cc(-c3cnc(NC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)s3)ccc2cn1,7.81,c1ccc(CCCNc2ncc(-c3ccc4cnccc4c3)s2)cc1,1,L0760.sdf,L0760.pdbqt
L0761,CHEMBL4788136,C=CC(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,8.01,O=C(c1ccccc1)N1CC[C@@H](Nc2ncc(SCc3ncco3)s2)C1,2,L0761.sdf,L0761.pdbqt
L0762,CHEMBL4758168,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,7.92,O=C(c1ccccc1)N1CC[C@@H](Nc2ncc(SCc3ncco3)s2)C1,2,L0762.sdf,L0762.pdbqt
L0763,CHEMBL1794055,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,8.55,O=C1Nc2ccc3ncsc3c2C1=CNc1ccccc1,2,L0763.sdf,L0763.pdbqt
L0764,CHEMBL3797828,CN(C)C(=O)c1cccc(-c2cnc(N)c(-c3nc4cccc(N5CCNCC5)c4[nH]3)c2)c1,5.4,c1ccc(-c2cncc(-c3nc4cccc(N5CCNCC5)c4[nH]3)c2)cc1,1,L0764.sdf,L0764.pdbqt
L0765,CHEMBL3644022,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)C3CCCC3)cc2)ncc1C(F)(F)F,7.68,O=S(=O)(c1ccc(Nc2ncccn2)cc1)C1CCCC1,1,L0765.sdf,L0765.pdbqt
L0766,CHEMBL3545083,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,8.52,O=C(Nc1cccc2c1C(=O)c1c(-c3ccc(CN4CCNCC4)cc3)n[nH]c1-2)NN1CCOCC1,1,L0766.sdf,L0766.pdbqt
L0767,CHEMBL3915889,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)cn3)nc12,5.82,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)cn3)nc12,1,L0767.sdf,L0767.pdbqt
L0768,CHEMBL3892888,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCC(C(F)(F)F)CC5)CC4)cn3)nc12,5.34,O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)cn3)nc12,2,L0768.sdf,L0768.pdbqt
L0769,CHEMBL3823297,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,5.99,c1ccn2ncc(-c3ccnc(Nc4ccc(N5CCNCC5)cc4)n3)c2c1,1,L0769.sdf,L0769.pdbqt
L0770,CHEMBL2348180,N#Cc1ccc2ccn(-c3ccnc(N)c3)c2c1,4.41,c1ccc2c(c1)ccn2-c1ccncc1,1,L0770.sdf,L0770.pdbqt
L0771,CHEMBL488257,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CCCC3)n2)cc1,8.7,c1ccc(Nc2nccc(-c3cncn3C3CCCC3)n2)cc1,1,L0771.sdf,L0771.pdbqt
L0772,CHEMBL430703,CC(C)c1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,6.7,O=C(Nc1cc[nH]n1)c1ccccc1,2,L0772.sdf,L0772.pdbqt
L0773,CHEMBL115047,CCc1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,6.2,O=C(Nc1cc[nH]n1)c1ccccc1,2,L0773.sdf,L0773.pdbqt
L0774,CHEMBL114432,CCCc1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,6.19,O=C(Nc1cc[nH]n1)c1ccccc1,2,L0774.sdf,L0774.pdbqt
L0775,CHEMBL115125,Cc1cc(NC(=O)c2ccccc2)n[nH]1,5.82,O=C(Nc1cc[nH]n1)c1ccccc1,2,L0775.sdf,L0775.pdbqt
L0776,CHEMBL323594,Cc1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,5.22,O=C(Nc1cc[nH]n1)c1ccccc1,2,L0776.sdf,L0776.pdbqt
L0777,CHEMBL5191333,COc1cc(F)ccc1-c1ccnc2[nH]c(C3CCC(NC(C)=O)C3)nc12,5.09,c1ccc(-c2ccnc3[nH]c(C4CCCC4)nc23)cc1,1,L0777.sdf,L0777.pdbqt
L0778,CHEMBL2011926,COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,6.87,c1ccc(-c2nc3c(NCC4CCNCC4)ccnc3[nH]2)cc1,1,L0778.sdf,L0778.pdbqt
L0779,CHEMBL405551,c1nc(OCC2CCCCC2)c2nc[nH]c2n1,4.89,c1nc(OCC2CCCCC2)c2nc[nH]c2n1,1,L0779.sdf,L0779.pdbqt
L0780,CHEMBL269881,Nc1nc(OCC2CCCCC2)c2nc[nH]c2n1,4.845,c1nc(OCC2CCCCC2)c2nc[nH]c2n1,4,L0780.sdf,L0780.pdbqt
L0781,CHEMBL457979,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)Cc4ccccc4)cc3)n2)n1C(C)C,7.72,O=S(=O)(Cc1ccccc1)c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,1,L0781.sdf,L0781.pdbqt
L0782,CHEMBL1169805,Cc1cc(CNC(=O)c2nn(C)c3c2CCc2cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc2-3)ccn1,6.5,O=C(NCc1ccncc1)c1n[nH]c2c1CCc1cnc(Nc3ccc(N4CCNCC4)cc3)nc1-2,1,L0782.sdf,L0782.pdbqt
L0783,CHEMBL2348159,Nc1nccc(-n2cc(-c3cc[nH]n3)c3cnccc32)n1,6.26,c1cc(-n2cc(-c3cc[nH]n3)c3cnccc32)ncn1,1,L0783.sdf,L0783.pdbqt
