ensembl_gene,ot_symbol,ab_tractability_bucket,ab_druggability,ot_surface_localisation,ot_locations,ot_is_essential,ot_n_drugs,ot_drugs,ot_max_clinical_stage
ENSG00000187080,OR2AK2,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,,0,,
ENSG00000187244,BCAM,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Nucleoli fibrillar center,False,0,,
ENSG00000187258,NPSR1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasm; uniprot:Cytoplasm; uniprot:Cytoplasm,False,0,,
ENSG00000187266,EPOR,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Plasma membrane; HPA_additional:Nuclear speckles,False,11,EPOETIN BETA; EPOETIN DELTA; EPOETIN ALFA; PEGINESATIDE ACETATE; CIBINETIDE; METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,PHASE_2
ENSG00000187323,DCC,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_additional:Basal body; HPA_additional:Centriolar satellite; HPA_additional:Centrosome,False,0,,
ENSG00000187372,PCDHB13,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000187474,FPR3,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_main:Primary cilium,False,0,,
ENSG00000187492,CDHR4,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000187513,GJA4,GO CC high conf,0.65,True,"uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Cell junction, gap junction",False,0,,
ENSG00000187527,ATP13A5,GO CC high conf,0.65,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Nucleoplasm,False,0,,
ENSG00000187554,TLR5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_additional:Cytosol; HPA_additional:Nucleoplasm,False,1,ENTOLIMOD,PHASE_2
ENSG00000187612,OR5W2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000187701,OR2T27,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000187714,SLC18A3,GO CC high conf,0.65,False,"uniprot:Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane ; Multi-pass membrane protein",False,0,,
ENSG00000187730,GABRD,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_main:Vesicles,False,72,ESZOPICLONE; FLUMAZENIL; SECOBARBITAL SODIUM; PAGOCLONE; THIOPENTAL SODIUM; METHAQUALONE HYDROCHLORIDE,PHASE_3
ENSG00000187747,OR52B6,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000187764,SEMA4D,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Secreted; HPA_main:Plasma membrane; HPA_additional:Basal body; HPA_additional:Centrosome; HPA_additional:Nucleoplasm,False,1,PEPINEMAB,PHASE_2
ENSG00000187800,PEAR1,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Single-pass membrane protein; uniprot:Cell projection, lamellipodium; HPA_main:Cell Junctions; HPA_main:Centriolar satellite; HPA_main:Nucleoplasm",False,0,,
ENSG00000187848,P2RX2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000187857,OR6C75,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000187871,GFRAL,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass membrane protein ; Extracellular side; HPA_main:Nucleoplasm; HPA_main:Plasma membrane; HPA_additional:Actin filaments; HPA_additional:Focal adhesion sites,False,0,,
ENSG00000187902,SHISA7,UniProt SigP or TMHMM,0.45,False,uniprot:Postsynaptic density membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000187912,CLEC17A,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type II membrane protein,False,0,,
ENSG00000187918,OR51I2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000187957,DNER,GO CC high conf,0.65,True,uniprot:Cell membrane; Single-pass type I membrane protein,False,0,,
ENSG00000188000,OR7D2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000188038,NRN1L,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor",False,0,,
ENSG00000188124,OR2AG2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000188211,NCR3LG1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000188269,OR7A5,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000188324,OR6C6,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Lipid droplets; HPA_main:Plasma membrane,True,0,,
ENSG00000188340,OR6N2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000188372,ZP3,GO CC high conf,0.65,True,uniprot:Zona pellucida; uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000188394,GPR21,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000188404,SELL,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,2,BIMOSIAMOSE; RIVIPANSEL,PHASE_3
ENSG00000188558,OR2G6,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000188580,NKAIN2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000188687,SLC4A5,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Basolateral cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000188691,OR56A5,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000188763,FZD9,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000188771,PLET1,GO CC high conf,0.65,True,"uniprot:Apical cell membrane ; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000188778,ADRB3,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Basal body; HPA_main:Vesicles,False,28,CARVEDILOL PHOSPHATE; SOLABEGRON; HYDROXYAMPHETAMINE HYDROBROMIDE; ISOPROTERENOL; EPHEDRINE HYDROCHLORIDE; RAFABEGRON,PHASE_3
ENSG00000188803,SHISA6,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Single-pass type I membrane protein; uniprot:Postsynaptic density; HPA_main:Nucleoplasm; HPA_main:Plasma membrane,False,0,,
ENSG00000188818,ZDHHC11,UniProt SigP or TMHMM,0.45,False,uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus,False,0,,
ENSG00000188822,CNR2,GO CC high conf,0.65,True,"uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Cell projection, dendrite; uniprot:Perikaryon",False,7,GW842166X; PRS-211375; S-777469; OLORINAB; SAD448; LY2828360,PHASE_2
ENSG00000188828,GLRA4,no antibody tractability bucket,0.0,False,,,0,,
ENSG00000188910,GJB3,UniProt loc med conf,0.55,True,"uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Cell junction, gap junction; HPA_main:Cell Junctions; HPA_main:Vesicles",False,0,,
ENSG00000188991,SLC15A5,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,,0,,
ENSG00000189050,RNFT1,UniProt SigP or TMHMM,0.45,False,uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein; HPA_main:Nucleoli,False,0,,
ENSG00000189108,IL1RAPL2,GO CC high conf,0.65,True,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000189143,CLDN4,UniProt loc high conf,0.7,True,"uniprot:Cell junction, tight junction; uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane",False,0,,
ENSG00000189181,OR14I1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000189184,PCDH18,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_additional:Golgi apparatus,False,0,,
ENSG00000189280,GJB5,UniProt loc med conf,0.55,True,"uniprot:Cell membrane; Multi-pass membrane protein; uniprot:Cell junction, gap junction",False,0,,
ENSG00000189433,GJB4,UniProt loc med conf,0.55,True,"uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cell junction, gap junction; HPA_main:Cell Junctions",False,0,,
ENSG00000196071,OR2L13,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196083,IL1RAP,Approved Drug,1.0,True,uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Secreted; uniprot:Secreted; HPA_main:Cytosol; HPA_main:Vesicles; HPA_extracellular_location:Predicted to be secreted,False,3,ASTEGOLIMAB; IMSIDOLIMAB; SPESOLIMAB,PHASE_3
ENSG00000196090,PTPRT,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein,False,0,,
ENSG00000196098,OR5K4,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196099,OR6M1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196119,OR8A1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196126,HLA-DRB1,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Endoplasmic reticulum membrane ; Single-pass type I membrane protein; uniprot:Lysosome membrane ; Single-pass type I membrane protein; uniprot:Late endosome membrane ; Single-pass type I membrane protein; uniprot:Autolysosome membrane,False,3,LYM-1; PLOVAMER ACETATE; APOLIZUMAB,PHASE_2
ENSG00000196131,VN1R2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196159,FAT4,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000196171,OR6K2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196184,OR10J1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196189,SEMA4A,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000196209,SIRPB2,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Single-pass type I membrane protein; HPA_main:Nuclear bodies,False,0,,
ENSG00000196242,OR2C3,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000196248,OR10S1,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,,0,,
ENSG00000196266,OR10J3,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,,0,,
ENSG00000196277,GRM7,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol,False,0,,
ENSG00000196338,NLGN3,GO CC high conf,0.65,True,"uniprot:Cell membrane ; Single-pass type I membrane protein; uniprot:Synapse; uniprot:Cell projection, dendrite; HPA_main:Cell Junctions; HPA_main:Golgi apparatus",False,0,,
ENSG00000196341,OR8D1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196352,CD55,UniProt loc high conf,0.7,True,"uniprot:Cell membrane; Single-pass type I membrane protein; uniprot:Cell membrane; Lipid-anchor, GPI- anchor; uniprot:Secreted; uniprot:Secreted; uniprot:Secreted; uniprot:Cell membrane ; Lipid-anchor, GPI-anchor",False,0,,
ENSG00000196411,EPHB4,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,4,TG100-801; VANDETANIB; JI-101; TESEVATINIB,PHASE_3
ENSG00000196517,SLC6A9,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Golgi apparatus; HPA_additional:Nucleoplasm,False,3,ORG-25935; BITOPERTIN; PF-03463275,PHASE_3
ENSG00000196549,MME,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein; HPA_main:Basal body; HPA_main:Centrosome; HPA_main:Plasma membrane; HPA_additional:Cytosol,False,4,RACECADOTRIL; DAGLUTRIL; SACUBITRIL; ILEPATRIL,PHASE_2_3
ENSG00000196576,PLXNB2,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000196578,OR5AC2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196581,AJAP1,UniProt loc high conf,0.7,True,"uniprot:Basolateral cell membrane ; Single-pass type I membrane protein; uniprot:Apical cell membrane ; Single-pass type I membrane protein; uniprot:Cell junction, adherens junction",False,0,,
ENSG00000196600,SLC22A25,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000196639,HRH1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Cytosol,False,95,BETAHISTINE; CHLORPHENIRAMINE MALEATE; ESMIRTAZAPINE; DEXCHLORPHENIRAMINE; DIMETHINDENE; BROMODIPHENHYDRAMINE,PHASE_3
ENSG00000196772,OR14A16,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196776,CD47,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_additional:Vesicles,False,2,MAGROLIMAB; EVORPACEPT,PHASE_3
ENSG00000196778,OR52K1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000196811,CHRNG,GO CC high conf,0.65,True,uniprot:Postsynaptic cell membrane; Multi-pass membrane protein; uniprot:Cell membrane; Multi-pass membrane protein,False,21,METOCURINE IODIDE; GALLAMINE TRIETHIODIDE; MIVACURIUM CHLORIDE; MIVACURIUM; CISATRACURIUM BESYLATE; SUXAMETHONIUM,UNKNOWN
ENSG00000196832,OR11G2,no antibody tractability bucket,0.0,True,uniprot:Cell membrane; Multi-pass membrane protein,,0,,
ENSG00000196917,HCAR1,GO CC high conf,0.65,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000196932,TMEM26,UniProt SigP or TMHMM,0.45,False,uniprot:Membrane ; Multi-pass membrane protein,False,0,,
ENSG00000196950,SLC39A10,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; HPA_main:Cytosol; HPA_main:Nucleoplasm; HPA_additional:Plasma membrane,False,0,,
ENSG00000197046,SIGLEC15,GO CC high conf,0.65,False,uniprot:Membrane; Single-pass type I membrane protein; HPA_main:Golgi apparatus; HPA_main:Nucleoplasm,False,0,,
ENSG00000197125,OR8B8,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000197208,SLC22A4,UniProt loc high conf,0.7,True,uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein; uniprot:Mitochondrion membrane ; Multi-pass membrane protein; HPA_main:Mitochondria,False,0,,
ENSG00000197233,OR1J2,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197241,SLC2A7,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000197309,OR10D3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein,False,0,,
ENSG00000197324,LRP10,UniProt SigP or TMHMM,0.45,False,"uniprot:Membrane ; Single-pass type I membrane protein; uniprot:Membrane, coated pit; HPA_main:Nucleoplasm; HPA_additional:Nucleoli",False,0,,
ENSG00000197353,LYPD2,UniProt loc high conf,0.7,True,"uniprot:Cell membrane ; Lipid-anchor, GPI- anchor",False,0,,
ENSG00000197375,SLC22A5,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Apical cell membrane ; Multi-pass membrane protein; uniprot:Basal cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum; HPA_main:Mitochondria,False,0,,
ENSG00000197376,ENSG00000197376,no antibody tractability bucket,0.0,False,,,0,,
ENSG00000197403,OR6N1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197405,C5AR1,Advanced Clinical,0.9,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle; HPA_main:Golgi apparatus; HPA_additional:Vesicles,False,2,AVACOPAN; AVDORALIMAB,PHASE_2
ENSG00000197410,DCHS2,UniProt SigP or TMHMM,0.45,True,uniprot:Membrane ; Multi-pass membrane protein; HPA_main:Plasma membrane; HPA_main:Vesicles,False,0,,
ENSG00000197428,OR51D1,GO CC high conf,0.65,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197430,OPALIN,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Single-pass type I membrane protein,False,0,,
ENSG00000197437,OR13G1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197454,OR2L5,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197471,SPN,GO CC high conf,0.65,True,"uniprot:Membrane ; Single-pass type I membrane protein; uniprot:Cell projection, microvillus; uniprot:Cell projection, uropodium; uniprot:Nucleus; uniprot:Nucleus, PML body; HPA_main:Plasma membrane",False,0,,
ENSG00000197479,PCDHB11,GO CC high conf,0.65,True,uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Plasma membrane,False,0,,
ENSG00000197506,SLC28A3,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Multi-pass membrane protein; uniprot:Endoplasmic reticulum membrane ; Multi-pass membrane protein,False,0,,
ENSG00000197532,OR6Y1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197591,OR11L1,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197594,ENPP1,UniProt loc high conf,0.7,True,uniprot:Cell membrane ; Single-pass type II membrane protein; uniprot:Basolateral cell membrane ; Single-pass type II membrane protein; uniprot:Secreted,False,0,,
ENSG00000197629,MPEG1,UniProt loc high conf,0.7,False,"uniprot:Cytoplasmic vesicle membrane ; Multi-pass membrane protein; uniprot:Cytoplasmic vesicle, phagosome membrane ; Multi-pass membrane protein; uniprot:Secreted",False,0,,
ENSG00000197635,DPP4,Advanced Clinical,0.9,True,"uniprot:Secreted; uniprot:Cell membrane ; Single-pass type II membrane protein; uniprot:Apical cell membrane ; Single-pass type II membrane protein; uniprot:Cell projection, invadopodium membrane ; Single-pass type II membrane protein; uniprot:Cell projection, lamellipodium membrane ; Single-pass type II membrane protein; uniprot:Cell junction",False,21,OMARIGLIPTIN; VILDAGLIPTIN; TRELAGLIPTIN SUCCINATE; GEMIGLIPTIN; SITAGLIPTIN FUMARATE; EVOGLIPTIN,PHASE_3
ENSG00000197646,PDCD1LG2,Phase 1 Clinical,0.8,True,uniprot:Secreted; uniprot:Endomembrane system ; Single-pass type I membrane protein; uniprot:Cell membrane ; Single-pass type I membrane protein; HPA_main:Cytosol; HPA_extracellular_location:Predicted to be secreted,False,1,RHIGM12B7,PHASE_1
ENSG00000197706,OR6C74,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
ENSG00000197753,LHFPL5,UniProt loc med conf,0.55,True,uniprot:Cell membrane ; Multi-pass membrane protein; HPA_main:Vesicles,False,0,,
ENSG00000197786,OR5B17,UniProt loc med conf,0.55,True,uniprot:Cell membrane; Multi-pass membrane protein,False,0,,
