cell_line,knockdown,n_cells,effect_l2,relative_effect,n_de_genes,on_target_residual,mean_cross_line_r
Jurkat,MMS22L,14,9.3412,1.6760,182,0.8732,0.2595
Jurkat,MNAT1,145,6.6077,1.1856,379,0.1020,0.3529
Jurkat,MOB4,203,3.6799,0.6603,1,0.1054,0.2288
Jurkat,MOCS3,75,4.9279,0.8842,24,,0.0290
Jurkat,MOG,63,4.4373,0.7961,0,,-0.0066
Jurkat,MOK,53,4.9444,0.8871,4,,0.0075
Jurkat,MPHOSPH10,150,6.6577,1.1945,422,0.1241,0.3518
Jurkat,MRGBP,176,4.6648,0.8370,48,0.1005,0.2111
Jurkat,MRPL1,96,4.0686,0.7300,3,0.0542,0.0279
Jurkat,MRPL10,103,4.7870,0.8589,13,0.0252,0.2240
Jurkat,MRPL13,54,6.0867,1.0921,37,0.0393,0.2028
Jurkat,MRPL14,82,5.1547,0.9249,7,0.0866,0.1598
Jurkat,MRPL15,91,4.9395,0.8862,10,0.0741,0.1203
Jurkat,MRPL16,176,4.2940,0.7704,12,0.0786,0.1961
Jurkat,MRPL17,75,5.0107,0.8990,17,0.1220,0.1814
Jurkat,MRPL18,72,5.6555,1.0147,43,0.0947,0.2902
Jurkat,MRPL19,69,5.7993,1.0405,37,0.0820,0.2460
Jurkat,MRPL2,84,5.2805,0.9474,24,0.0129,0.2038
Jurkat,MRPL20,69,5.4886,0.9848,35,0.1275,0.1598
Jurkat,MRPL21,22,7.6232,1.3678,107,0.1236,0.0265
Jurkat,MRPL22,43,6.3550,1.1402,51,0.0567,0.1219
Jurkat,MRPL24,147,4.5323,0.8132,19,0.0797,0.2416
Jurkat,MRPL27,169,4.2046,0.7544,8,0.0960,0.2304
Jurkat,MRPL28,120,4.5035,0.8080,8,0.2657,0.1020
Jurkat,MRPL3,147,4.6204,0.8290,12,0.0724,0.2556
Jurkat,MRPL32,29,8.0676,1.4475,220,0.2563,0.1746
Jurkat,MRPL33,65,4.7755,0.8568,4,0.2436,0.1153
Jurkat,MRPL34,798,5.5799,1.0012,428,0.1500,0.2949
Jurkat,MRPL35,998,3.7922,0.6804,21,0.0711,0.3328
Jurkat,MRPL36,1192,2.9860,0.5358,9,0.0727,0.3467
Jurkat,MRPL37,75,5.2282,0.9381,10,0.0887,0.1982
Jurkat,MRPL38,131,4.6957,0.8425,10,0.1410,0.2009
Jurkat,MRPL39,206,4.0708,0.7304,11,0.0921,0.2518
Jurkat,MRPL4,104,4.9966,0.8965,16,0.1619,0.2190
Jurkat,MRPL41,151,4.7790,0.8575,24,0.0837,0.1827
Jurkat,MRPL43,48,6.6196,1.1877,77,0.0396,0.1314
Jurkat,MRPL44,78,5.6485,1.0135,41,0.1214,0.0829
Jurkat,MRPL45,28,6.4908,1.1646,38,0.2558,0.0058
Jurkat,MRPL49,55,7.6667,1.3756,382,0.0747,0.3344
Jurkat,MRPL50,107,4.9671,0.8912,16,0.0581,0.1577
Jurkat,MRPL51,42,6.1730,1.1076,22,0.1206,0.2038
Jurkat,MRPL53,73,4.7994,0.8611,5,,0.1491
Jurkat,MRPL54,156,3.6062,0.6470,3,0.1880,0.1558
Jurkat,MRPL55,56,6.2968,1.1298,60,0.0702,0.1577
Jurkat,MRPL9,106,4.9496,0.8881,7,0.0802,0.1264
Jurkat,MRPS10,81,4.3961,0.7888,6,0.0999,0.0741
Jurkat,MRPS11,101,4.6996,0.8432,14,0.0883,0.0669
Jurkat,MRPS12,56,5.3361,0.9574,15,0.1367,0.1022
Jurkat,MRPS14,29,9.8521,1.7677,445,0.3377,0.3513
Jurkat,MRPS16,156,3.6832,0.6609,4,0.1084,0.1119
Jurkat,MRPS18A,82,5.4158,0.9717,36,0.0393,0.1727
Jurkat,MRPS18B,21,9.7237,1.7446,454,0.0914,0.0857
Jurkat,MRPS2,56,4.5059,0.8085,4,0.1485,0.0397
Jurkat,MRPS21,185,4.1177,0.7388,9,0.0504,0.2181
Jurkat,MRPS22,72,4.8780,0.8752,12,0.0730,0.0905
Jurkat,MRPS23,69,4.6738,0.8386,12,0.0419,0.1389
Jurkat,MRPS24,51,6.4739,1.1616,100,0.0404,0.1356
Jurkat,MRPS25,104,4.3236,0.7757,4,0.0897,0.1014
Jurkat,MRPS26,110,4.4932,0.8062,5,0.0827,0.1347
Jurkat,MRPS27,112,4.7940,0.8601,13,0.0000,0.2477
Jurkat,MRPS28,86,5.5846,1.0020,28,0.1204,0.1866
Jurkat,MRPS31,59,5.0716,0.9100,11,0.1214,0.0707
Jurkat,MRPS34,170,3.8901,0.6980,5,0.1065,0.2265
Jurkat,MRPS35,107,4.3540,0.7812,5,0.0817,0.1889
Jurkat,MRPS5,129,3.7819,0.6786,6,0.1051,0.0793
Jurkat,MRPS6,152,4.3956,0.7887,22,0.0080,0.1407
Jurkat,MRPS7,89,3.9893,0.7158,2,0.0966,0.1174
Jurkat,MRPS9,112,3.9617,0.7108,4,0.0367,0.1085
Jurkat,MRTO4,62,6.4155,1.1511,143,0.1646,0.0975
Jurkat,MSRB1,126,3.2614,0.5852,2,0.0295,0.0383
Jurkat,MST1,89,3.7739,0.6771,0,,0.0119
Jurkat,MSTO1,44,5.2805,0.9474,15,0.4605,0.0106
Jurkat,MT2A,62,4.3272,0.7764,1,0.0323,0.0412
Jurkat,MTBP,279,6.0608,1.0874,333,,0.4176
Jurkat,MTG2,182,3.6918,0.6624,4,0.1466,0.0274
Jurkat,MTOR,130,7.5238,1.3499,597,0.1125,0.3729
Jurkat,MTPAP,38,9.1580,1.6431,94,0.0000,0.4280
Jurkat,MTRNR2L1,29,6.0217,1.0804,23,,-0.0100
Jurkat,MVD,128,5.1529,0.9245,61,0.1685,0.2858
Jurkat,MVK,293,3.8715,0.6946,40,,0.1088
Jurkat,MYBBP1A,102,6.6890,1.2002,321,0.0334,0.3219
Jurkat,MYBL2,49,4.9407,0.8865,14,0.2656,0.2757
Jurkat,MYC,120,10.9423,1.9633,1608,0.2322,0.2956
Jurkat,MYCBP,49,4.8989,0.8790,8,0.2051,0.0448
Jurkat,MYO1H,101,3.6036,0.6466,1,,-0.0034
Jurkat,MZF1,96,3.4918,0.6265,2,,0.0114
Jurkat,MZT1,31,6.4562,1.1584,33,0.1817,0.1671
Jurkat,N6AMT1,83,4.0665,0.7296,2,,0.1070
Jurkat,NAA10,123,6.5422,1.1738,256,0.1174,0.2661
Jurkat,NAA15,88,4.8742,0.8745,27,0.1081,0.2010
Jurkat,NAA20,108,4.8892,0.8772,35,0.0692,0.1642
Jurkat,NAA25,196,4.4553,0.7994,45,0.1716,0.2343
Jurkat,NAA35,239,2.9264,0.5251,2,0.0503,0.0814
Jurkat,NAA38,52,6.1907,1.1107,96,1.0000,0.4638
Jurkat,NAA50,73,5.7120,1.0249,60,0.1809,0.1996
Jurkat,NACA,75,9.1048,1.6336,744,0.1817,0.5021
Jurkat,NAE1,45,7.5629,1.3570,191,0.0715,0.1571
Jurkat,NAF1,193,4.4494,0.7983,43,0.1881,0.1154
Jurkat,NAGLU,203,2.5330,0.4545,1,,0.0308
Jurkat,NANOG,97,3.6176,0.6491,0,,-0.0134
Jurkat,NAPA,55,6.2271,1.1173,86,0.3263,0.0879
Jurkat,NAPG,152,3.1142,0.5588,5,0.0767,0.0746
Jurkat,NARS,99,7.0394,1.2630,262,0.2913,0.5326
Jurkat,NASP,117,3.9079,0.7012,2,0.1016,0.0962
Jurkat,NAT10,34,9.1403,1.6400,569,0.1331,0.1845
Jurkat,NBAS,105,4.8694,0.8737,41,0.0388,0.2630
Jurkat,NBEAL1,148,3.0553,0.5482,0,0.2489,0.0028
Jurkat,NBPF12,1142,1.2468,0.2237,0,,0.0142
Jurkat,NBPF15,110,3.3205,0.5958,0,,0.0010
Jurkat,NBPF3,84,4.1300,0.7410,0,,-0.0065
Jurkat,NCAPD2,59,4.4584,0.7999,12,0.1111,0.0682
Jurkat,NCAPD3,95,3.7089,0.6655,3,0.1044,0.0280
Jurkat,NCAPG,26,6.1636,1.1059,12,0.2637,0.1260
Jurkat,NCAPG2,178,2.6031,0.4671,1,0.1545,0.0464
Jurkat,NCAPH,33,5.8544,1.0504,32,0.2676,0.1982
Jurkat,NCAPH2,162,4.6061,0.8264,26,0.0358,0.1008
Jurkat,NCBP1,53,9.4590,1.6972,787,0.4200,0.3246
Jurkat,NCBP2,56,11.1043,1.9924,1237,0.1824,0.4019
Jurkat,NCKAP1,100,4.2423,0.7612,9,,0.0427
Jurkat,NCL,189,4.3623,0.7827,18,0.4672,0.1337
Jurkat,NCOA4,64,4.7423,0.8509,14,0.0821,0.0303
Jurkat,NDC1,118,3.4646,0.6216,0,0.0248,0.0402
Jurkat,NDC80,21,7.0392,1.2630,39,0.8045,0.1604
Jurkat,NDOR1,65,4.3468,0.7799,7,,0.0254
Jurkat,NDUFA11,83,5.1786,0.9292,15,0.1499,0.1242
Jurkat,NDUFA2,14,9.6090,1.7241,238,0.8171,0.2734
Jurkat,NDUFA4,82,4.4300,0.7948,3,0.1328,0.1364
Jurkat,NDUFA6,104,4.3897,0.7876,4,0.0969,0.1691
Jurkat,NDUFA8,49,5.7100,1.0245,25,0.0266,0.1606
Jurkat,NDUFAB1,193,4.4521,0.7988,11,0.1097,0.3616
Jurkat,NDUFAF3,78,4.4104,0.7913,4,0.0403,0.0899
Jurkat,NDUFAF7,43,7.3328,1.3157,243,,0.1053
Jurkat,NDUFB10,49,6.2252,1.1169,32,0.1690,0.2581
Jurkat,NDUFB3,130,3.9016,0.7000,3,0.1062,0.0784
Jurkat,NDUFB4,133,4.5777,0.8213,16,0.0718,0.1758
Jurkat,NDUFB6,76,4.8654,0.8730,1,0.0691,0.1371
Jurkat,NDUFB7,61,5.3287,0.9561,10,0.0669,0.0671
Jurkat,NDUFB8,89,4.9668,0.8911,7,0.1163,0.2301
Jurkat,NDUFS3,96,4.7066,0.8445,7,0.1536,0.1006
Jurkat,NDUFS5,79,4.1011,0.7358,1,0.3994,0.0351
Jurkat,NEDD1,44,5.0028,0.8976,7,0.3440,0.0451
Jurkat,NEDD8,48,9.7438,1.7483,576,0.0447,0.2133
Jurkat,NELFA,131,6.3867,1.1459,265,0.1130,0.3610
Jurkat,NELFB,227,5.6554,1.0147,218,0.1348,0.3076
Jurkat,NELFCD,118,6.5761,1.1799,289,0.0326,0.3692
Jurkat,NELFE,135,6.4474,1.1568,247,0.1149,0.2902
Jurkat,NEMF,96,3.5788,0.6421,2,0.0968,0.0351
Jurkat,NEPRO,44,9.0403,1.6220,599,0.1886,0.2801
Jurkat,NFATC2IP,148,3.1089,0.5578,4,0.1590,0.0080
Jurkat,NFKBIE,70,5.4273,0.9738,24,,0.0840
Jurkat,NFRKB,175,4.1082,0.7371,17,0.1319,0.2789
Jurkat,NFS1,32,6.4135,1.1507,66,0.6406,0.2576
Jurkat,NFYB,23,8.8967,1.5963,273,0.3048,0.1095
Jurkat,NFYC,21,9.6691,1.7349,321,0.3741,0.2972
Jurkat,NHLRC2,83,3.9368,0.7064,1,0.0627,0.0046
Jurkat,NHP2,134,5.8915,1.0571,120,0.0939,0.1850
Jurkat,NIFK,162,7.4345,1.3339,632,0.1716,0.3123
Jurkat,NIP7,85,6.7343,1.2083,280,0.1845,0.2008
Jurkat,NISCH,127,3.3190,0.5955,1,0.1394,0.0218
Jurkat,NKAP,88,8.8344,1.5851,863,0.1104,0.5547
Jurkat,NLE1,181,6.8641,1.2316,546,0.0435,0.3462
Jurkat,NMD3,122,7.4195,1.3312,588,0.1101,0.2699
Jurkat,NMT1,52,5.7736,1.0359,33,0.2150,0.0294
Jurkat,NOB1,175,5.9179,1.0618,251,0.1474,0.2679
Jurkat,NOC2L,49,9.0333,1.6208,535,0.0661,0.1264
Jurkat,NOC3L,188,6.8140,1.2226,499,0.1050,0.2389
Jurkat,NOC4L,147,6.2479,1.1210,281,0.1979,0.2649
Jurkat,NOL10,67,7.2979,1.3094,329,0.1840,0.2348
Jurkat,NOL11,151,7.9573,1.4277,838,0.1087,0.3091
Jurkat,NOL12,132,5.7423,1.0303,187,0.1377,0.2108
Jurkat,NOL6,97,8.2369,1.4779,783,,0.3328
Jurkat,NOL7,101,4.1914,0.7520,4,0.2134,0.0894
Jurkat,NOL8,198,6.7743,1.2155,516,0.0307,0.2721
Jurkat,NOL9,53,7.7255,1.3861,333,0.0000,0.1176
Jurkat,NOLC1,129,4.6013,0.8256,22,0.0781,0.2738
Jurkat,NOM1,298,6.7925,1.2187,610,0.0464,0.2821
Jurkat,NOMO3,152,3.5058,0.6290,8,,0.1393
Jurkat,NOP10,48,8.7250,1.5655,542,0.0464,0.1303
Jurkat,NOP14,223,5.8238,1.0449,273,0.1435,0.3177
Jurkat,NOP16,108,7.6479,1.3722,572,0.0535,0.2534
Jurkat,NOP2,27,10.5790,1.8981,672,0.0892,0.2267
Jurkat,NOP56,59,4.6658,0.8371,4,0.8546,-0.0089
Jurkat,NOP58,78,8.9173,1.6000,852,0.0987,0.2924
Jurkat,NOP9,169,3.7923,0.6804,0,,0.0669
Jurkat,NOS1AP,105,3.3744,0.6054,0,,0.0052
Jurkat,NPAT,21,8.9904,1.6131,244,0.0000,0.1184
Jurkat,NPB,117,3.2671,0.5862,0,,0.0114
Jurkat,NPEPPS,132,3.2947,0.5911,0,0.4947,0.0755
Jurkat,NPLOC4,136,6.6185,1.1875,286,0.2044,0.5398
Jurkat,NPM1,150,3.6171,0.6490,2,0.1618,0.1558
Jurkat,NPM3,58,4.8179,0.8644,10,0.2835,0.0073
Jurkat,NR2C2AP,62,4.9891,0.8952,25,0.3128,0.1585
Jurkat,NRBP1,83,6.9151,1.2407,301,0.1071,0.2410
Jurkat,NRDE2,24,9.1819,1.6474,332,0.1946,0.3711
Jurkat,NRF1,81,7.3468,1.3182,377,,0.4088
Jurkat,NSA2,88,7.7765,1.3953,533,0.1290,0.2333
Jurkat,NSF,60,5.0394,0.9042,18,0.2478,0.0803
Jurkat,NSL1,17,9.4623,1.6978,180,0.3839,0.1698
Jurkat,NSMCE1,39,5.3684,0.9632,23,0.1673,0.0194
Jurkat,NSMCE2,79,4.1241,0.7400,3,0.0489,-0.0398
Jurkat,NSRP1,20,10.6616,1.9129,570,0.5861,0.4362
Jurkat,NSUN4,91,3.8039,0.6825,4,0.0000,0.0392
Jurkat,NUBP1,26,8.1049,1.4542,177,0.0000,0.2464
Jurkat,NUBP2,127,4.3679,0.7837,6,0.1570,0.1191
Jurkat,NUDC,206,3.8441,0.6897,12,0.0834,0.2224
Jurkat,NUDCD3,83,4.7910,0.8596,11,0.2498,0.3001
Jurkat,NUDT21,20,12.8646,2.3082,883,0.1854,0.2966
Jurkat,NUF2,32,7.1961,1.2911,129,0.4985,0.1890
Jurkat,NUFIP1,62,5.6154,1.0075,48,0.0612,0.0798
Jurkat,NUMA1,70,7.7596,1.3922,495,1.0000,0.2870
Jurkat,NUP107,43,5.8402,1.0479,41,0.7044,0.3649
Jurkat,NUP133,32,6.8620,1.2312,104,0.2380,0.1961
Jurkat,NUP153,28,6.4564,1.1584,38,0.7935,0.1130
Jurkat,NUP155,1,28.4718,5.1085,178,1.0000,0.0572
Jurkat,NUP160,13,9.2887,1.6666,145,1.0000,0.1885
Jurkat,NUP205,41,5.7556,1.0327,33,0.8820,0.1665
Jurkat,NUP214,22,7.7181,1.3848,125,0.7533,0.0906
Jurkat,NUP35,96,4.5124,0.8096,16,0.1508,0.0557
Jurkat,NUP43,72,4.9195,0.8827,5,0.2617,0.0647
Jurkat,NUP54,31,8.4559,1.5172,268,0.4267,0.4349
Jurkat,NUP62,8,11.1966,2.0089,176,0.4779,0.2670
Jurkat,NUP85,42,6.2915,1.1288,85,0.3780,0.2601
Jurkat,NUP88,21,7.5585,1.3562,122,0.5278,0.2638
Jurkat,NUP93,2,26.7541,4.8003,549,0.0000,0.0413
Jurkat,NUP98,17,8.3046,1.4900,150,0.8888,0.2399
Jurkat,NUS1,80,4.0314,0.7233,1,0.6718,-0.0101
Jurkat,NUTF2,20,7.5888,1.3616,108,0.7296,0.2768
Jurkat,NVL,154,6.1129,1.0968,275,0.2627,0.2521
Jurkat,NXF1,145,2.9169,0.5234,0,0.9308,0.0030
Jurkat,OGFOD1,69,10.4298,1.8713,1000,0.1624,0.4397
Jurkat,OGT,4,16.7056,2.9973,324,1.0000,0.1871
Jurkat,OIP5,111,3.2604,0.5850,2,0.0249,0.0364
Jurkat,OLFML3,112,3.5325,0.6338,1,,0.0155
Jurkat,OPA1,90,4.3207,0.7752,10,0.0682,0.2450
Jurkat,OR1D2,58,4.5071,0.8087,0,,0.0003
Jurkat,OR1E2,145,2.9889,0.5363,0,,0.0153
Jurkat,OR2A1,81,3.9990,0.7175,0,,0.0039
Jurkat,OR2T29,71,3.9755,0.7133,0,,-0.0012
Jurkat,OR2T5,95,3.6836,0.6609,0,,0.0064
Jurkat,OR4F4,47,4.9914,0.8956,3,,-0.0036
Jurkat,OR4K1,80,4.0624,0.7289,2,,0.0028
Jurkat,OR4N2,64,4.3090,0.7731,0,,-0.0039
Jurkat,OR7A10,42,5.9078,1.0600,34,,-0.0136
Jurkat,OR7A17,76,3.7513,0.6731,0,,0.0082
Jurkat,ORC1,41,5.5447,0.9948,21,0.2866,0.2897
Jurkat,ORC3,59,4.9644,0.8907,1,0.1725,0.0170
Jurkat,ORC4,158,2.9620,0.5314,3,0.0568,0.0544
Jurkat,ORC5,138,3.4800,0.6244,2,0.1314,0.0950
Jurkat,ORC6,52,6.7899,1.2183,168,0.3377,0.3234
Jurkat,OSBP,18,8.2225,1.4753,114,0.4185,0.0423
Jurkat,OSGEP,113,4.4180,0.7927,22,0.0121,0.1619
Jurkat,OSTC,101,4.4179,0.7927,7,0.1150,0.1021
Jurkat,OTOP1,118,3.2948,0.5912,0,,0.0143
Jurkat,OTX1,84,3.9119,0.7019,0,,0.0098
Jurkat,OVCA2,77,4.0228,0.7218,0,,-0.0128
Jurkat,OXA1L,51,6.3588,1.1409,92,0.0546,0.2162
Jurkat,PABPC1,78,5.8946,1.0576,48,0.6519,0.4001
Jurkat,PABPN1,38,7.9493,1.4263,297,0.6358,0.4257
Jurkat,PAF1,55,7.3912,1.3261,359,0.4504,0.4029
Jurkat,PAFAH1B1,75,4.4468,0.7979,2,0.1897,0.0666
Jurkat,PAK1IP1,49,7.1854,1.2892,272,0.2412,0.0992
Jurkat,PALB2,100,3.7713,0.6767,4,0.1198,0.0411
Jurkat,PAM16,73,10.8305,1.9432,803,0.1434,0.4624
Jurkat,PARN,189,2.8693,0.5148,2,0.0274,0.0973
Jurkat,PARS2,171,4.0696,0.7302,4,,0.0480
Jurkat,PAXBP1,130,7.5433,1.3534,563,0.2103,0.4078
Jurkat,PC,125,3.0177,0.5414,0,,-0.0016
Jurkat,PCBP1,206,5.8991,1.0584,266,0.1020,0.3523
Jurkat,PCBP2,327,3.1631,0.5675,2,0.5344,0.1500
Jurkat,PCF11,37,6.8298,1.2254,64,0.7437,0.3055
Jurkat,PCID2,124,4.2221,0.7575,12,0.4208,0.1592
Jurkat,PCNA,33,6.9502,1.2470,99,0.4098,0.3729
Jurkat,PDAP1,68,5.1305,0.9205,28,0.0583,0.1897
Jurkat,PDCD11,167,8.0825,1.4502,977,0.1742,0.3719
Jurkat,PDCD2,117,4.6321,0.8311,21,0.0658,0.2426
Jurkat,PDCD5,185,3.1873,0.5719,3,0.0629,0.1748
Jurkat,PDCD6,129,3.1077,0.5576,1,0.0490,0.0785
Jurkat,PDCD6IP,154,3.1015,0.5565,1,0.0668,0.0517
Jurkat,PDCD7,45,6.7848,1.2173,105,0.1904,0.2322
Jurkat,PDPK1,87,4.5660,0.8192,6,0.1278,0.0835
Jurkat,PDRG1,36,8.2080,1.4727,356,0.4217,0.2391
Jurkat,PEF1,55,4.9889,0.8951,8,0.0435,0.0059
Jurkat,PELO,107,3.8124,0.6840,0,0.4916,0.0544
Jurkat,PELP1,172,5.6786,1.0189,175,0.2552,0.3093
Jurkat,PES1,142,7.1151,1.2766,468,0.1095,0.2300
Jurkat,PET117,153,4.3008,0.7717,33,0.1444,0.2675
Jurkat,PEX1,34,7.9472,1.4259,242,0.0000,0.0971
Jurkat,PFDN1,56,4.9321,0.8849,14,0.0401,-0.0042
Jurkat,PFDN2,55,10.8078,1.9392,1177,0.0700,0.4538
Jurkat,PFDN4,107,3.6920,0.6624,2,0.0541,0.0420
Jurkat,PFDN5,50,5.3885,0.9668,7,0.1862,0.1136
Jurkat,PFDN6,36,8.9501,1.6059,470,0.3990,0.1107
Jurkat,PFN1,133,3.8941,0.6987,7,0.1027,0.2969
Jurkat,PGAM1,157,4.7628,0.8545,13,0.0503,0.2154
Jurkat,PGD,79,7.4313,1.3333,358,0.0226,0.0817
Jurkat,PGK1,101,4.8797,0.8755,5,0.0272,0.1393
Jurkat,PGPEP1,28,6.9230,1.2421,79,0.5958,0.1161
Jurkat,PGS1,61,4.3213,0.7753,3,0.1327,0.0308
Jurkat,PHAX,192,4.8278,0.8662,57,0.5042,0.4900
Jurkat,PHB,55,10.4926,1.8826,809,0.1392,0.4934
Jurkat,PHB2,41,10.1690,1.8245,632,0.3700,0.4414
Jurkat,PHF12,83,5.0925,0.9137,28,0.1886,0.2048
Jurkat,PHF5A,129,5.1967,0.9324,70,0.4207,0.4711
Jurkat,PI4KA,174,5.8667,1.0526,175,0.2655,0.1678
Jurkat,PIAS4,31,7.2336,1.2979,75,0.9180,0.2395
Jurkat,PIGH,57,5.5575,0.9971,40,0.0893,0.0239
Jurkat,PIK3C3,62,4.3432,0.7793,0,0.1918,0.0579
Jurkat,PIK3R4,65,4.2357,0.7600,4,0.0723,0.0716
Jurkat,PKM,206,2.6938,0.4833,1,0.7382,0.0696
Jurkat,PKMYT1,100,4.0492,0.7265,9,0.0637,0.0493
Jurkat,PLA2G10,98,3.7662,0.6757,1,,0.0054
Jurkat,PLEKHN1,68,4.3351,0.7778,1,,-0.0040
Jurkat,PLK1,51,4.8466,0.8696,5,1.0000,0.0507
Jurkat,PLK4,240,2.7800,0.4988,3,0.0679,0.0941
Jurkat,PLRG1,18,10.3467,1.8564,449,1.0000,0.3711
Jurkat,PMF1,149,5.1673,0.9271,114,0.1947,0.4096
Jurkat,PMPCA,98,6.1748,1.1079,82,0.1805,0.3742
Jurkat,PMPCB,294,4.4825,0.8043,28,0.2907,0.4797
Jurkat,PNISR,155,3.7488,0.6726,6,0.5157,0.2039
Jurkat,PNKP,84,3.6317,0.6516,1,0.1003,0.0467
Jurkat,PNN,94,6.6567,1.1944,245,0.2551,0.3629
Jurkat,PNO1,118,7.2231,1.2960,514,0.1485,0.3454
Jurkat,PNPT1,131,6.5820,1.1810,38,0.0201,0.4125
Jurkat,POGZ,112,3.5027,0.6285,3,0.1192,-0.0112
Jurkat,POLA1,21,6.9567,1.2482,47,0.6277,0.2667
Jurkat,POLA2,41,6.1438,1.1023,67,0.4331,0.2485
Jurkat,POLD1,38,5.9215,1.0624,48,0.2354,0.3681
Jurkat,POLD2,89,5.6965,1.0221,92,0.2509,0.3560
Jurkat,POLD3,75,7.1841,1.2890,298,0.0425,0.2703
Jurkat,POLE,13,9.6827,1.7373,198,0.5400,0.2786
Jurkat,POLE2,23,6.8982,1.2377,47,0.2190,0.0509
Jurkat,POLG2,90,4.0792,0.7319,7,,0.0837
Jurkat,POLR1A,68,9.1244,1.6371,803,0.1614,0.2350
Jurkat,POLR1B,51,8.8122,1.5811,647,0.2642,0.1957
Jurkat,POLR1C,312,2.7478,0.4930,0,0.8504,0.0933
Jurkat,POLR1E,260,5.6567,1.0149,198,0.0932,0.2340
Jurkat,POLR2A,16,9.1794,1.6470,228,1.0000,0.2180
Jurkat,POLR2B,43,5.9300,1.0640,38,0.7015,0.3856
Jurkat,POLR2C,14,12.5523,2.2522,684,0.3907,0.3073
Jurkat,POLR2D,106,3.8636,0.6932,3,0.9651,0.2226
Jurkat,POLR2E,24,7.9611,1.4284,175,0.7175,0.2348
Jurkat,POLR2F,48,7.7380,1.3884,351,0.4544,0.3688
Jurkat,POLR2G,9,11.4317,2.0511,234,0.6996,0.2835
Jurkat,POLR2H,14,10.2097,1.8318,326,0.5939,0.2605
Jurkat,POLR2I,128,5.7522,1.0321,156,0.4635,0.5322
Jurkat,POLR2K,30,7.3912,1.3261,157,0.6309,0.2648
Jurkat,POLR2L,39,6.1507,1.1036,56,0.4188,0.0848
Jurkat,POLR3A,11,18.7192,3.3586,1395,0.0000,0.1195
Jurkat,POLR3B,65,8.2423,1.4788,517,0.1049,0.3021
Jurkat,POLR3C,74,6.5498,1.1752,198,0.0000,0.2120
Jurkat,POLR3D,39,10.1003,1.8122,730,0.0615,0.3103
Jurkat,POLR3E,91,4.6970,0.8427,28,0.5243,0.1083
Jurkat,POLR3F,41,10.2791,1.8443,796,0.0000,0.2476
Jurkat,POLR3H,53,6.3352,1.1367,100,0.0605,0.0031
Jurkat,POLR3K,23,8.3821,1.5039,222,0.2846,0.1492
Jurkat,POLRMT,190,6.6846,1.1994,21,0.0743,0.6703
Jurkat,POP1,88,7.4320,1.3335,449,0.1370,0.2377
Jurkat,POP4,132,6.5498,1.1752,349,0.1915,0.2676
Jurkat,POP5,210,5.2320,0.9387,66,0.1256,0.2152
Jurkat,POP7,118,6.7344,1.2083,312,0.0993,0.2300
Jurkat,POT1,17,7.5377,1.3524,59,,0.0733
Jurkat,POTEI,70,4.6721,0.8383,12,,0.0820
Jurkat,POU5F1B,166,2.6120,0.4687,0,,0.0088
Jurkat,PPA1,134,3.8672,0.6939,5,0.0748,0.2186
Jurkat,PPA2,92,3.7811,0.6784,1,0.0492,-0.0023
Jurkat,PPAN,142,6.6966,1.2015,432,0.1111,0.2702
Jurkat,PPARGC1B,131,3.4990,0.6278,3,,0.0445
Jurkat,PPIA,140,4.0244,0.7221,2,0.0302,0.2860
Jurkat,PPIE,42,6.7129,1.2044,103,0.0313,0.2917
Jurkat,PPIH,73,6.1112,1.0965,164,0.0103,0.2399
Jurkat,PPIL1,112,3.5736,0.6412,2,0.0299,0.0764
Jurkat,PPIL2,45,6.9973,1.2555,151,0.4781,0.1819
Jurkat,PPIL4,85,7.5046,1.3465,458,0.0672,0.5235
Jurkat,PPME1,146,3.1093,0.5579,2,0.1121,0.1000
Jurkat,PPP1CA,146,3.3445,0.6001,0,0.7697,0.0701
Jurkat,PPP1CB,82,3.8406,0.6891,1,0.0845,0.0268
Jurkat,PPP1R10,45,7.2466,1.3002,191,0.5451,0.1406
Jurkat,PPP1R11,94,4.4571,0.7997,19,0.0401,0.1751
Jurkat,PPP1R12A,112,3.3052,0.5930,4,0.0533,0.0361
Jurkat,PPP1R15B,34,6.6658,1.1960,67,0.1809,0.1996
Jurkat,PPP1R2,99,4.1236,0.7399,8,0.0379,0.1435
Jurkat,PPP1R7,75,3.9335,0.7058,2,0.3842,-0.0066
Jurkat,PPP1R8,84,5.8050,1.0415,104,0.0259,0.2916
Jurkat,PPP2CA,286,4.0781,0.7317,10,0.0784,0.0841
Jurkat,PPP2R1A,529,2.4532,0.4402,1,0.2840,0.1074
Jurkat,PPP2R3C,76,4.9213,0.8830,22,0.1059,0.0689
Jurkat,PPP4C,48,6.6386,1.1911,122,0.0616,0.2226
Jurkat,PPP4R2,83,6.3815,1.1450,141,0.0890,0.1587
Jurkat,PPP6C,1186,3.0317,0.5440,15,0.0891,0.2083
Jurkat,PPRC1,75,7.9162,1.4203,345,0.2142,0.5255
Jurkat,PPWD1,20,8.7903,1.5772,222,0.1136,0.2488
Jurkat,PPY,91,3.6153,0.6487,0,,0.0006
Jurkat,PRC1,47,4.6418,0.8328,1,0.3463,0.0517
Jurkat,PRDM10,88,5.0486,0.9058,43,,0.0754
Jurkat,PREB,57,6.4659,1.1601,151,0.0463,0.1797
