group,cell_type,perturbation,is_vehicle,product_name,dose,target,pathway,n_cells,total_umi
MCF7|Motesanib Diphosphate (AMG-706)__10.0,MCF7,Motesanib Diphosphate (AMG-706)__10.0,False,Motesanib Diphosphate (AMG-706),10.0,"VEGFR,PDGFR,c-Kit",Protein Tyrosine Kinase,414,1550252
MCF7|Motesanib Diphosphate (AMG-706)__100.0,MCF7,Motesanib Diphosphate (AMG-706)__100.0,False,Motesanib Diphosphate (AMG-706),100.0,"VEGFR,PDGFR,c-Kit",Protein Tyrosine Kinase,388,1488762
MCF7|Motesanib Diphosphate (AMG-706)__1000.0,MCF7,Motesanib Diphosphate (AMG-706)__1000.0,False,Motesanib Diphosphate (AMG-706),1000.0,"VEGFR,PDGFR,c-Kit",Protein Tyrosine Kinase,420,1625050
MCF7|Motesanib Diphosphate (AMG-706)__10000.0,MCF7,Motesanib Diphosphate (AMG-706)__10000.0,False,Motesanib Diphosphate (AMG-706),10000.0,"VEGFR,PDGFR,c-Kit",Protein Tyrosine Kinase,399,1514215
MCF7|NVP-BSK805 2HCl__10.0,MCF7,NVP-BSK805 2HCl__10.0,False,NVP-BSK805 2HCl,10.0,JAK,JAK/STAT,574,2071235
MCF7|NVP-BSK805 2HCl__100.0,MCF7,NVP-BSK805 2HCl__100.0,False,NVP-BSK805 2HCl,100.0,JAK,JAK/STAT,500,1848482
MCF7|NVP-BSK805 2HCl__1000.0,MCF7,NVP-BSK805 2HCl__1000.0,False,NVP-BSK805 2HCl,1000.0,JAK,JAK/STAT,440,1826535
MCF7|NVP-BSK805 2HCl__10000.0,MCF7,NVP-BSK805 2HCl__10000.0,False,NVP-BSK805 2HCl,10000.0,JAK,JAK/STAT,476,1547021
MCF7|Navitoclax (ABT-263)__10.0,MCF7,Navitoclax (ABT-263)__10.0,False,Navitoclax (ABT-263),10.0,Bcl-2,Apoptosis,416,1599245
MCF7|Navitoclax (ABT-263)__100.0,MCF7,Navitoclax (ABT-263)__100.0,False,Navitoclax (ABT-263),100.0,Bcl-2,Apoptosis,523,1758472
MCF7|Navitoclax (ABT-263)__1000.0,MCF7,Navitoclax (ABT-263)__1000.0,False,Navitoclax (ABT-263),1000.0,Bcl-2,Apoptosis,381,1162136
MCF7|Navitoclax (ABT-263)__10000.0,MCF7,Navitoclax (ABT-263)__10000.0,False,Navitoclax (ABT-263),10000.0,Bcl-2,Apoptosis,233,780031
MCF7|Nilotinib (AMN-107)__10.0,MCF7,Nilotinib (AMN-107)__10.0,False,Nilotinib (AMN-107),10.0,Bcr-Abl,Angiogenesis,458,1716714
MCF7|Nilotinib (AMN-107)__100.0,MCF7,Nilotinib (AMN-107)__100.0,False,Nilotinib (AMN-107),100.0,Bcr-Abl,Angiogenesis,435,1805669
MCF7|Nilotinib (AMN-107)__1000.0,MCF7,Nilotinib (AMN-107)__1000.0,False,Nilotinib (AMN-107),1000.0,Bcr-Abl,Angiogenesis,410,1588515
MCF7|Nilotinib (AMN-107)__10000.0,MCF7,Nilotinib (AMN-107)__10000.0,False,Nilotinib (AMN-107),10000.0,Bcr-Abl,Angiogenesis,416,1451688
MCF7|Nintedanib (BIBF 1120)__10.0,MCF7,Nintedanib (BIBF 1120)__10.0,False,Nintedanib (BIBF 1120),10.0,"FGFR,PDGFR,VEGFR",Protein Tyrosine Kinase,415,1572003
MCF7|Nintedanib (BIBF 1120)__100.0,MCF7,Nintedanib (BIBF 1120)__100.0,False,Nintedanib (BIBF 1120),100.0,"FGFR,PDGFR,VEGFR",Protein Tyrosine Kinase,368,1187312
MCF7|Nintedanib (BIBF 1120)__1000.0,MCF7,Nintedanib (BIBF 1120)__1000.0,False,Nintedanib (BIBF 1120),1000.0,"FGFR,PDGFR,VEGFR",Protein Tyrosine Kinase,460,1581226
MCF7|Nintedanib (BIBF 1120)__10000.0,MCF7,Nintedanib (BIBF 1120)__10000.0,False,Nintedanib (BIBF 1120),10000.0,"FGFR,PDGFR,VEGFR",Protein Tyrosine Kinase,202,570245
MCF7|Obatoclax Mesylate (GX15-070)__10.0,MCF7,Obatoclax Mesylate (GX15-070)__10.0,False,Obatoclax Mesylate (GX15-070),10.0,Bcl-2,Apoptosis,407,1425304
MCF7|Obatoclax Mesylate (GX15-070)__100.0,MCF7,Obatoclax Mesylate (GX15-070)__100.0,False,Obatoclax Mesylate (GX15-070),100.0,Bcl-2,Apoptosis,484,1933542
MCF7|Obatoclax Mesylate (GX15-070)__1000.0,MCF7,Obatoclax Mesylate (GX15-070)__1000.0,False,Obatoclax Mesylate (GX15-070),1000.0,Bcl-2,Apoptosis,411,1708465
MCF7|Obatoclax Mesylate (GX15-070)__10000.0,MCF7,Obatoclax Mesylate (GX15-070)__10000.0,False,Obatoclax Mesylate (GX15-070),10000.0,Bcl-2,Apoptosis,156,502104
MCF7|Ofloxacin__10.0,MCF7,Ofloxacin__10.0,False,Ofloxacin,10.0,Topoisomerase,DNA Damage,422,1659135
MCF7|Ofloxacin__100.0,MCF7,Ofloxacin__100.0,False,Ofloxacin,100.0,Topoisomerase,DNA Damage,474,1421157
MCF7|Ofloxacin__1000.0,MCF7,Ofloxacin__1000.0,False,Ofloxacin,1000.0,Topoisomerase,DNA Damage,502,1483679
MCF7|Ofloxacin__10000.0,MCF7,Ofloxacin__10000.0,False,Ofloxacin,10000.0,Topoisomerase,DNA Damage,531,1424645
MCF7|PCI-34051__10.0,MCF7,PCI-34051__10.0,False,PCI-34051,10.0,HDAC,Epigenetics,375,1376704
MCF7|PCI-34051__100.0,MCF7,PCI-34051__100.0,False,PCI-34051,100.0,HDAC,Epigenetics,401,1216394
MCF7|PCI-34051__1000.0,MCF7,PCI-34051__1000.0,False,PCI-34051,1000.0,HDAC,Epigenetics,365,1089653
MCF7|PCI-34051__10000.0,MCF7,PCI-34051__10000.0,False,PCI-34051,10000.0,HDAC,Epigenetics,328,986992
MCF7|PD173074__10.0,MCF7,PD173074__10.0,False,PD173074,10.0,"FGFR,VEGFR",Angiogenesis,461,1860618
MCF7|PD173074__100.0,MCF7,PD173074__100.0,False,PD173074,100.0,"FGFR,VEGFR",Angiogenesis,428,1546092
MCF7|PD173074__1000.0,MCF7,PD173074__1000.0,False,PD173074,1000.0,"FGFR,VEGFR",Angiogenesis,326,1424248
MCF7|PD173074__10000.0,MCF7,PD173074__10000.0,False,PD173074,10000.0,"FGFR,VEGFR",Angiogenesis,348,1284869
MCF7|PD98059__10.0,MCF7,PD98059__10.0,False,PD98059,10.0,MEK,MAPK,526,2057794
MCF7|PD98059__100.0,MCF7,PD98059__100.0,False,PD98059,100.0,MEK,MAPK,576,2132087
MCF7|PD98059__1000.0,MCF7,PD98059__1000.0,False,PD98059,1000.0,MEK,MAPK,503,1986619
MCF7|PD98059__10000.0,MCF7,PD98059__10000.0,False,PD98059,10000.0,MEK,MAPK,522,2016173
MCF7|PF-3845__10.0,MCF7,PF-3845__10.0,False,PF-3845,10.0,FAAH,Metabolism,261,1426516
MCF7|PF-3845__100.0,MCF7,PF-3845__100.0,False,PF-3845,100.0,FAAH,Metabolism,437,1628606
MCF7|PF-3845__1000.0,MCF7,PF-3845__1000.0,False,PF-3845,1000.0,FAAH,Metabolism,370,1448178
MCF7|PF-3845__10000.0,MCF7,PF-3845__10000.0,False,PF-3845,10000.0,FAAH,Metabolism,289,1207177
MCF7|PF-573228__10.0,MCF7,PF-573228__10.0,False,PF-573228,10.0,FAK,Angiogenesis,144,611010
MCF7|PF-573228__100.0,MCF7,PF-573228__100.0,False,PF-573228,100.0,FAK,Angiogenesis,382,1579008
MCF7|PF-573228__1000.0,MCF7,PF-573228__1000.0,False,PF-573228,1000.0,FAK,Angiogenesis,421,1481141
MCF7|PF-573228__10000.0,MCF7,PF-573228__10000.0,False,PF-573228,10000.0,FAK,Angiogenesis,175,777790
MCF7|PFI-1 (PF-6405761)__10.0,MCF7,PFI-1 (PF-6405761)__10.0,False,PFI-1 (PF-6405761),10.0,Epigenetic Reader Domain,Epigenetics,432,1516321
MCF7|PFI-1 (PF-6405761)__100.0,MCF7,PFI-1 (PF-6405761)__100.0,False,PFI-1 (PF-6405761),100.0,Epigenetic Reader Domain,Epigenetics,436,1526122
MCF7|PFI-1 (PF-6405761)__1000.0,MCF7,PFI-1 (PF-6405761)__1000.0,False,PFI-1 (PF-6405761),1000.0,Epigenetic Reader Domain,Epigenetics,441,1592292
MCF7|PFI-1 (PF-6405761)__10000.0,MCF7,PFI-1 (PF-6405761)__10000.0,False,PFI-1 (PF-6405761),10000.0,Epigenetic Reader Domain,Epigenetics,479,1174595
MCF7|PHA-680632__10.0,MCF7,PHA-680632__10.0,False,PHA-680632,10.0,Aurora Kinase,Cell Cycle,325,1279981
MCF7|PHA-680632__100.0,MCF7,PHA-680632__100.0,False,PHA-680632,100.0,Aurora Kinase,Cell Cycle,211,880276
MCF7|PHA-680632__1000.0,MCF7,PHA-680632__1000.0,False,PHA-680632,1000.0,Aurora Kinase,Cell Cycle,339,1231890
MCF7|PHA-680632__10000.0,MCF7,PHA-680632__10000.0,False,PHA-680632,10000.0,Aurora Kinase,Cell Cycle,181,974855
MCF7|PJ34__10.0,MCF7,PJ34__10.0,False,PJ34,10.0,PARP,DNA Damage,562,1915834
MCF7|PJ34__100.0,MCF7,PJ34__100.0,False,PJ34,100.0,PARP,DNA Damage,508,1725679
MCF7|PJ34__1000.0,MCF7,PJ34__1000.0,False,PJ34,1000.0,PARP,DNA Damage,540,1850324
MCF7|PJ34__10000.0,MCF7,PJ34__10000.0,False,PJ34,10000.0,PARP,DNA Damage,414,1506736
MCF7|Panobinostat (LBH589)__10.0,MCF7,Panobinostat (LBH589)__10.0,False,Panobinostat (LBH589),10.0,HDAC,Epigenetics,344,911900
MCF7|Panobinostat (LBH589)__100.0,MCF7,Panobinostat (LBH589)__100.0,False,Panobinostat (LBH589),100.0,HDAC,Epigenetics,373,957395
MCF7|Panobinostat (LBH589)__1000.0,MCF7,Panobinostat (LBH589)__1000.0,False,Panobinostat (LBH589),1000.0,HDAC,Epigenetics,475,1243530
MCF7|Panobinostat (LBH589)__10000.0,MCF7,Panobinostat (LBH589)__10000.0,False,Panobinostat (LBH589),10000.0,HDAC,Epigenetics,514,1334223
"MCF7|Patupilone (EPO906, Epothilone B)__10.0",MCF7,"Patupilone (EPO906, Epothilone B)__10.0",False,"Patupilone (EPO906, Epothilone B)",10.0,Microtubule Associated,Cytoskeletal Signaling,173,776453
"MCF7|Patupilone (EPO906, Epothilone B)__100.0",MCF7,"Patupilone (EPO906, Epothilone B)__100.0",False,"Patupilone (EPO906, Epothilone B)",100.0,Microtubule Associated,Cytoskeletal Signaling,215,863683
"MCF7|Patupilone (EPO906, Epothilone B)__1000.0",MCF7,"Patupilone (EPO906, Epothilone B)__1000.0",False,"Patupilone (EPO906, Epothilone B)",1000.0,Microtubule Associated,Cytoskeletal Signaling,217,954240
"MCF7|Patupilone (EPO906, Epothilone B)__10000.0",MCF7,"Patupilone (EPO906, Epothilone B)__10000.0",False,"Patupilone (EPO906, Epothilone B)",10000.0,Microtubule Associated,Cytoskeletal Signaling,175,809592
MCF7|Pelitinib (EKB-569)__10.0,MCF7,Pelitinib (EKB-569)__10.0,False,Pelitinib (EKB-569),10.0,EGFR,Protein Tyrosine Kinase,410,1537800
MCF7|Pelitinib (EKB-569)__100.0,MCF7,Pelitinib (EKB-569)__100.0,False,Pelitinib (EKB-569),100.0,EGFR,Protein Tyrosine Kinase,471,1570559
MCF7|Pelitinib (EKB-569)__1000.0,MCF7,Pelitinib (EKB-569)__1000.0,False,Pelitinib (EKB-569),1000.0,EGFR,Protein Tyrosine Kinase,417,1425120
MCF7|Pelitinib (EKB-569)__10000.0,MCF7,Pelitinib (EKB-569)__10000.0,False,Pelitinib (EKB-569),10000.0,EGFR,Protein Tyrosine Kinase,228,828703
MCF7|Pirarubicin__10.0,MCF7,Pirarubicin__10.0,False,Pirarubicin,10.0,Topoisomerase,DNA Damage,315,1503167
MCF7|Pirarubicin__100.0,MCF7,Pirarubicin__100.0,False,Pirarubicin,100.0,Topoisomerase,DNA Damage,310,1619408
MCF7|Pirarubicin__1000.0,MCF7,Pirarubicin__1000.0,False,Pirarubicin,1000.0,Topoisomerase,DNA Damage,418,1760247
MCF7|Pirarubicin__10000.0,MCF7,Pirarubicin__10000.0,False,Pirarubicin,10000.0,Topoisomerase,DNA Damage,86,291261
MCF7|Pracinostat (SB939)__10.0,MCF7,Pracinostat (SB939)__10.0,False,Pracinostat (SB939),10.0,HDAC,Cytoskeletal Signaling,451,1343175
MCF7|Pracinostat (SB939)__100.0,MCF7,Pracinostat (SB939)__100.0,False,Pracinostat (SB939),100.0,HDAC,Cytoskeletal Signaling,371,951930
MCF7|Pracinostat (SB939)__1000.0,MCF7,Pracinostat (SB939)__1000.0,False,Pracinostat (SB939),1000.0,HDAC,Cytoskeletal Signaling,421,1231403
MCF7|Pracinostat (SB939)__10000.0,MCF7,Pracinostat (SB939)__10000.0,False,Pracinostat (SB939),10000.0,HDAC,Cytoskeletal Signaling,471,1254783
MCF7|Prednisone __10.0,MCF7,Prednisone __10.0,False,Prednisone ,10.0,"Glucocorticoid Receptor,Immunology & Inflammation related",Endocrinology & Hormones,372,1762200
MCF7|Prednisone __100.0,MCF7,Prednisone __100.0,False,Prednisone ,100.0,"Glucocorticoid Receptor,Immunology & Inflammation related",Endocrinology & Hormones,370,1521117
MCF7|Prednisone __1000.0,MCF7,Prednisone __1000.0,False,Prednisone ,1000.0,"Glucocorticoid Receptor,Immunology & Inflammation related",Endocrinology & Hormones,246,1004413
MCF7|Prednisone __10000.0,MCF7,Prednisone __10000.0,False,Prednisone ,10000.0,"Glucocorticoid Receptor,Immunology & Inflammation related",Endocrinology & Hormones,409,1612004
MCF7|Quercetin__10.0,MCF7,Quercetin__10.0,False,Quercetin,10.0,"Src,Sirtuin,PKC,PI3K",Epigenetics,414,1715332
MCF7|Quercetin__100.0,MCF7,Quercetin__100.0,False,Quercetin,100.0,"Src,Sirtuin,PKC,PI3K",Epigenetics,496,1755952
MCF7|Quercetin__1000.0,MCF7,Quercetin__1000.0,False,Quercetin,1000.0,"Src,Sirtuin,PKC,PI3K",Epigenetics,505,1802292
MCF7|Quercetin__10000.0,MCF7,Quercetin__10000.0,False,Quercetin,10000.0,"Src,Sirtuin,PKC,PI3K",Epigenetics,400,1437248
MCF7|Quisinostat (JNJ-26481585) 2HCl__10.0,MCF7,Quisinostat (JNJ-26481585) 2HCl__10.0,False,Quisinostat (JNJ-26481585) 2HCl,10.0,HDAC,Epigenetics,350,1053043
MCF7|Quisinostat (JNJ-26481585) 2HCl__100.0,MCF7,Quisinostat (JNJ-26481585) 2HCl__100.0,False,Quisinostat (JNJ-26481585) 2HCl,100.0,HDAC,Epigenetics,332,979658
MCF7|Quisinostat (JNJ-26481585) 2HCl__1000.0,MCF7,Quisinostat (JNJ-26481585) 2HCl__1000.0,False,Quisinostat (JNJ-26481585) 2HCl,1000.0,HDAC,Epigenetics,410,1069684
MCF7|Quisinostat (JNJ-26481585) 2HCl__10000.0,MCF7,Quisinostat (JNJ-26481585) 2HCl__10000.0,False,Quisinostat (JNJ-26481585) 2HCl,10000.0,HDAC,Epigenetics,451,1206868
MCF7|RG108__10.0,MCF7,RG108__10.0,False,RG108,10.0,DNA Methyltransferase,Epigenetics,539,1987026
MCF7|RG108__100.0,MCF7,RG108__100.0,False,RG108,100.0,DNA Methyltransferase,Epigenetics,529,1919838
MCF7|RG108__1000.0,MCF7,RG108__1000.0,False,RG108,1000.0,DNA Methyltransferase,Epigenetics,471,1868501
MCF7|RG108__10000.0,MCF7,RG108__10000.0,False,RG108,10000.0,DNA Methyltransferase,Epigenetics,518,1787029
MCF7|Raltitrexed__10.0,MCF7,Raltitrexed__10.0,False,Raltitrexed,10.0,DNA/RNA Synthesis,DNA Damage,277,1621192
MCF7|Raltitrexed__100.0,MCF7,Raltitrexed__100.0,False,Raltitrexed,100.0,DNA/RNA Synthesis,DNA Damage,284,1206870
MCF7|Raltitrexed__1000.0,MCF7,Raltitrexed__1000.0,False,Raltitrexed,1000.0,DNA/RNA Synthesis,DNA Damage,287,1479928
MCF7|Raltitrexed__10000.0,MCF7,Raltitrexed__10000.0,False,Raltitrexed,10000.0,DNA/RNA Synthesis,DNA Damage,348,1804667
MCF7|Ramelteon__10.0,MCF7,Ramelteon__10.0,False,Ramelteon,10.0,MT Receptor,GPCR & G Protein,383,1528832
MCF7|Ramelteon__100.0,MCF7,Ramelteon__100.0,False,Ramelteon,100.0,MT Receptor,GPCR & G Protein,427,1614811
MCF7|Ramelteon__1000.0,MCF7,Ramelteon__1000.0,False,Ramelteon,1000.0,MT Receptor,GPCR & G Protein,348,1216874
MCF7|Ramelteon__10000.0,MCF7,Ramelteon__10000.0,False,Ramelteon,10000.0,MT Receptor,GPCR & G Protein,401,1412447
MCF7|Regorafenib (BAY 73-4506)__10.0,MCF7,Regorafenib (BAY 73-4506)__10.0,False,Regorafenib (BAY 73-4506),10.0,"c-RET,VEGFR",Protein Tyrosine Kinase,282,1400954
MCF7|Regorafenib (BAY 73-4506)__100.0,MCF7,Regorafenib (BAY 73-4506)__100.0,False,Regorafenib (BAY 73-4506),100.0,"c-RET,VEGFR",Protein Tyrosine Kinase,487,1857748
MCF7|Regorafenib (BAY 73-4506)__1000.0,MCF7,Regorafenib (BAY 73-4506)__1000.0,False,Regorafenib (BAY 73-4506),1000.0,"c-RET,VEGFR",Protein Tyrosine Kinase,412,1574558
MCF7|Regorafenib (BAY 73-4506)__10000.0,MCF7,Regorafenib (BAY 73-4506)__10000.0,False,Regorafenib (BAY 73-4506),10000.0,"c-RET,VEGFR",Protein Tyrosine Kinase,114,279830
MCF7|Resminostat__10.0,MCF7,Resminostat__10.0,False,Resminostat,10.0,HDAC,Epigenetics,566,1994354
MCF7|Resminostat__100.0,MCF7,Resminostat__100.0,False,Resminostat,100.0,HDAC,Epigenetics,494,1583081
MCF7|Resminostat__1000.0,MCF7,Resminostat__1000.0,False,Resminostat,1000.0,HDAC,Epigenetics,448,1421125
MCF7|Resminostat__10000.0,MCF7,Resminostat__10000.0,False,Resminostat,10000.0,HDAC,Epigenetics,417,1267034
MCF7|Resveratrol__10.0,MCF7,Resveratrol__10.0,False,Resveratrol,10.0,"Autophagy,Sirtuin",Epigenetics,375,1383834
MCF7|Resveratrol__100.0,MCF7,Resveratrol__100.0,False,Resveratrol,100.0,"Autophagy,Sirtuin",Epigenetics,302,966483
MCF7|Resveratrol__1000.0,MCF7,Resveratrol__1000.0,False,Resveratrol,1000.0,"Autophagy,Sirtuin",Epigenetics,360,1296885
MCF7|Resveratrol__10000.0,MCF7,Resveratrol__10000.0,False,Resveratrol,10000.0,"Autophagy,Sirtuin",Epigenetics,435,1716517
MCF7|Rigosertib (ON-01910)__10.0,MCF7,Rigosertib (ON-01910)__10.0,False,Rigosertib (ON-01910),10.0,PLK,Cell Cycle,362,1481184
MCF7|Rigosertib (ON-01910)__100.0,MCF7,Rigosertib (ON-01910)__100.0,False,Rigosertib (ON-01910),100.0,PLK,Cell Cycle,369,1435084
MCF7|Rigosertib (ON-01910)__1000.0,MCF7,Rigosertib (ON-01910)__1000.0,False,Rigosertib (ON-01910),1000.0,PLK,Cell Cycle,222,1076707
MCF7|Rigosertib (ON-01910)__10000.0,MCF7,Rigosertib (ON-01910)__10000.0,False,Rigosertib (ON-01910),10000.0,PLK,Cell Cycle,64,354112
"MCF7|Roscovitine (Seliciclib,CYC202)__10.0",MCF7,"Roscovitine (Seliciclib,CYC202)__10.0",False,"Roscovitine (Seliciclib,CYC202)",10.0,CDK,Cell Cycle,471,1704829
"MCF7|Roscovitine (Seliciclib,CYC202)__100.0",MCF7,"Roscovitine (Seliciclib,CYC202)__100.0",False,"Roscovitine (Seliciclib,CYC202)",100.0,CDK,Cell Cycle,380,1390461
"MCF7|Roscovitine (Seliciclib,CYC202)__1000.0",MCF7,"Roscovitine (Seliciclib,CYC202)__1000.0",False,"Roscovitine (Seliciclib,CYC202)",1000.0,CDK,Cell Cycle,324,1355345
"MCF7|Roscovitine (Seliciclib,CYC202)__10000.0",MCF7,"Roscovitine (Seliciclib,CYC202)__10000.0",False,"Roscovitine (Seliciclib,CYC202)",10000.0,CDK,Cell Cycle,359,1281675
MCF7|Roxadustat (FG-4592)__10.0,MCF7,Roxadustat (FG-4592)__10.0,False,Roxadustat (FG-4592),10.0,HIF,Angiogenesis,211,676427
MCF7|Roxadustat (FG-4592)__100.0,MCF7,Roxadustat (FG-4592)__100.0,False,Roxadustat (FG-4592),100.0,HIF,Angiogenesis,312,1155188
MCF7|Roxadustat (FG-4592)__1000.0,MCF7,Roxadustat (FG-4592)__1000.0,False,Roxadustat (FG-4592),1000.0,HIF,Angiogenesis,494,1399982
MCF7|Roxadustat (FG-4592)__10000.0,MCF7,Roxadustat (FG-4592)__10000.0,False,Roxadustat (FG-4592),10000.0,HIF,Angiogenesis,496,1614111
"MCF7|Rucaparib (AG-014699,PF-01367338) phosphate__10.0",MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate__10.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",10.0,PARP,DNA Damage,404,1395537
"MCF7|Rucaparib (AG-014699,PF-01367338) phosphate__100.0",MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate__100.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",100.0,PARP,DNA Damage,234,706097
"MCF7|Rucaparib (AG-014699,PF-01367338) phosphate__1000.0",MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate__1000.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",1000.0,PARP,DNA Damage,195,933151
"MCF7|Rucaparib (AG-014699,PF-01367338) phosphate__10000.0",MCF7,"Rucaparib (AG-014699,PF-01367338) phosphate__10000.0",False,"Rucaparib (AG-014699,PF-01367338) phosphate",10000.0,PARP,DNA Damage,354,1302584
MCF7|Ruxolitinib (INCB018424)__10.0,MCF7,Ruxolitinib (INCB018424)__10.0,False,Ruxolitinib (INCB018424),10.0,JAK,JAK/STAT,546,1927213
MCF7|Ruxolitinib (INCB018424)__100.0,MCF7,Ruxolitinib (INCB018424)__100.0,False,Ruxolitinib (INCB018424),100.0,JAK,JAK/STAT,315,1189569
MCF7|Ruxolitinib (INCB018424)__1000.0,MCF7,Ruxolitinib (INCB018424)__1000.0,False,Ruxolitinib (INCB018424),1000.0,JAK,JAK/STAT,349,1218191
MCF7|Ruxolitinib (INCB018424)__10000.0,MCF7,Ruxolitinib (INCB018424)__10000.0,False,Ruxolitinib (INCB018424),10000.0,JAK,JAK/STAT,556,1783562
MCF7|S-Ruxolitinib (INCB018424)__10.0,MCF7,S-Ruxolitinib (INCB018424)__10.0,False,S-Ruxolitinib (INCB018424),10.0,JAK,JAK/STAT,390,1567329
MCF7|S-Ruxolitinib (INCB018424)__100.0,MCF7,S-Ruxolitinib (INCB018424)__100.0,False,S-Ruxolitinib (INCB018424),100.0,JAK,JAK/STAT,470,1588512
MCF7|S-Ruxolitinib (INCB018424)__1000.0,MCF7,S-Ruxolitinib (INCB018424)__1000.0,False,S-Ruxolitinib (INCB018424),1000.0,JAK,JAK/STAT,534,1776669
MCF7|S-Ruxolitinib (INCB018424)__10000.0,MCF7,S-Ruxolitinib (INCB018424)__10000.0,False,S-Ruxolitinib (INCB018424),10000.0,JAK,JAK/STAT,416,1284973
MCF7|S3I-201__10.0,MCF7,S3I-201__10.0,False,S3I-201,10.0,STAT,JAK/STAT,428,1826347
MCF7|S3I-201__100.0,MCF7,S3I-201__100.0,False,S3I-201,100.0,STAT,JAK/STAT,404,1553078
MCF7|S3I-201__1000.0,MCF7,S3I-201__1000.0,False,S3I-201,1000.0,STAT,JAK/STAT,347,1409338
MCF7|S3I-201__10000.0,MCF7,S3I-201__10000.0,False,S3I-201,10000.0,STAT,JAK/STAT,455,1842762
MCF7|SB431542__10.0,MCF7,SB431542__10.0,False,SB431542,10.0,TGF-beta/Smad,TGF-beta/Smad,308,1126996
MCF7|SB431542__100.0,MCF7,SB431542__100.0,False,SB431542,100.0,TGF-beta/Smad,TGF-beta/Smad,310,1211072
MCF7|SB431542__1000.0,MCF7,SB431542__1000.0,False,SB431542,1000.0,TGF-beta/Smad,TGF-beta/Smad,409,1720865
MCF7|SB431542__10000.0,MCF7,SB431542__10000.0,False,SB431542,10000.0,TGF-beta/Smad,TGF-beta/Smad,431,1616364
MCF7|SGI-1776 free base__10.0,MCF7,SGI-1776 free base__10.0,False,SGI-1776 free base,10.0,Pim,JAK/STAT,497,1542558
MCF7|SGI-1776 free base__100.0,MCF7,SGI-1776 free base__100.0,False,SGI-1776 free base,100.0,Pim,JAK/STAT,501,1684077
MCF7|SGI-1776 free base__1000.0,MCF7,SGI-1776 free base__1000.0,False,SGI-1776 free base,1000.0,Pim,JAK/STAT,477,1773031
MCF7|SGI-1776 free base__10000.0,MCF7,SGI-1776 free base__10000.0,False,SGI-1776 free base,10000.0,Pim,JAK/STAT,265,772953
MCF7|SL-327__10.0,MCF7,SL-327__10.0,False,SL-327,10.0,MEK,MAPK,486,1551803
MCF7|SL-327__100.0,MCF7,SL-327__100.0,False,SL-327,100.0,MEK,MAPK,478,1563725
MCF7|SL-327__1000.0,MCF7,SL-327__1000.0,False,SL-327,1000.0,MEK,MAPK,412,1384800
MCF7|SL-327__10000.0,MCF7,SL-327__10000.0,False,SL-327,10000.0,MEK,MAPK,346,1345657
MCF7|SNS-314__10.0,MCF7,SNS-314__10.0,False,SNS-314,10.0,Aurora Kinase,Cell Cycle,330,1776029
MCF7|SNS-314__100.0,MCF7,SNS-314__100.0,False,SNS-314,100.0,Aurora Kinase,Cell Cycle,249,1339167
MCF7|SNS-314__1000.0,MCF7,SNS-314__1000.0,False,SNS-314,1000.0,Aurora Kinase,Cell Cycle,248,1204507
MCF7|SNS-314__10000.0,MCF7,SNS-314__10000.0,False,SNS-314,10000.0,Aurora Kinase,Cell Cycle,253,1024765
MCF7|SRT1720 HCl__10.0,MCF7,SRT1720 HCl__10.0,False,SRT1720 HCl,10.0,Sirtuin,Epigenetics,334,1265502
MCF7|SRT1720 HCl__100.0,MCF7,SRT1720 HCl__100.0,False,SRT1720 HCl,100.0,Sirtuin,Epigenetics,345,1386886
MCF7|SRT1720 HCl__1000.0,MCF7,SRT1720 HCl__1000.0,False,SRT1720 HCl,1000.0,Sirtuin,Epigenetics,379,1413508
MCF7|SRT1720 HCl__10000.0,MCF7,SRT1720 HCl__10000.0,False,SRT1720 HCl,10000.0,Sirtuin,Epigenetics,428,1662765
MCF7|SRT2104 (GSK2245840)__10.0,MCF7,SRT2104 (GSK2245840)__10.0,False,SRT2104 (GSK2245840),10.0,Sirtuin,DNA Damage,466,1529576
MCF7|SRT2104 (GSK2245840)__100.0,MCF7,SRT2104 (GSK2245840)__100.0,False,SRT2104 (GSK2245840),100.0,Sirtuin,DNA Damage,452,1411905
MCF7|SRT2104 (GSK2245840)__1000.0,MCF7,SRT2104 (GSK2245840)__1000.0,False,SRT2104 (GSK2245840),1000.0,Sirtuin,DNA Damage,576,1764472
MCF7|SRT2104 (GSK2245840)__10000.0,MCF7,SRT2104 (GSK2245840)__10000.0,False,SRT2104 (GSK2245840),10000.0,Sirtuin,DNA Damage,557,1605690
MCF7|SRT3025 HCl__10.0,MCF7,SRT3025 HCl__10.0,False,SRT3025 HCl,10.0,Sirtuin,DNA Damage,388,1385206
MCF7|SRT3025 HCl__100.0,MCF7,SRT3025 HCl__100.0,False,SRT3025 HCl,100.0,Sirtuin,DNA Damage,407,1278336
MCF7|SRT3025 HCl__1000.0,MCF7,SRT3025 HCl__1000.0,False,SRT3025 HCl,1000.0,Sirtuin,DNA Damage,450,1620684
