Interacting Partner,Gene Name,Protein Name,Subcellular Locality,AF_Score,RF_Score,DCA_Score,confident,Function,pdb
P26038,MSN,Moesin,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane",0.01724,0.148,0.11,Not confident,Host-virus interaction,none
Q96EL3,MRPL53,Large ribosomal subunit protein mL53,Mitochondrion,0.01721,0.08844,0.128,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q15008,PSMD6,26S proteasome non-ATPase regulatory subunit 6,Proteasome,0.0172,0.1836,0.186,Not confident,NA,none
Q15050,RRS1,Ribosome biogenesis regulatory protein homolog,Nucleus,0.0172,0.1656,0.198,Not confident,Ribosome biogenesis,none
P08195,SLC3A2,Amino acid transporter heavy chain SLC3A2,"Cell junction, Cell membrane, Lysosome, Membrane",0.01707,0.4065,0.145,Not confident,"Amino-acid transport, Host cell receptor for virus entry, Receptor, Transport",none
Q92734,TFG,Protein TFG,Endoplasmic reticulum,0.01707,0.1517,0.129,Not confident,"ER-Golgi transport, Transport",none
Q9UGK3,STAP2,Signal-transducing adaptor protein 2,Cytoplasm,0.01707,0.08795,0.054,Not confident,NA,none
Q9H3P2,NELFA,Negative elongation factor A,Nucleus,0.01704,0.3352,0.12,Not confident,"Repressor, Transcription, Transcription regulation",none
Q9NSQ0,RRP7BP,Putative ribosomal RNA-processing protein 7 homolog B,NA,0.01703,0.3992,0.17,Not confident,NA,none
Q6QHK4,FIGLA,Factor in the germline alpha,Nucleus,0.01703,0.3123,0.129,Not confident,"Developmental protein, Differentiation, DNA-binding, Oogenesis, Transcription, Transcription regulation",none
P10620,MGST1,Microsomal glutathione S-transferase 1,"Endoplasmic reticulum, Membrane, Mitochondrion, Mitochondrion outer membrane",0.01703,0.1337,0.146,Not confident,Transferase,none
P78316,NOP14,Nucleolar protein 14,Nucleus,0.01701,0.2148,0.256,Not confident,"Ribosome biogenesis, rRNA processing",none
Q96NT0,CCDC115,Coiled-coil domain-containing protein 115,"Cytoplasmic vesicle, Endoplasmic reticulum, Endosome, Lysosome",0.017,0.1714,0.151,Not confident,NA,none
Q9NS73,MBIP,MAP3K12-binding inhibitory protein 1,"Cytoplasm, Nucleus",0.01697,0.255,0.12,Not confident,NA,none
P24534,EEF1B2,Elongation factor 1-beta,NA,0.01697,0.158,0.165,Not confident,"Elongation factor, Protein biosynthesis",none
O14520,AQP7,Aquaporin-7,"Cell membrane, Cytoplasm, Cytoplasmic vesicle, Lipid droplet, Membrane",0.01697,0.1333,0.187,Not confident,Transport,none
Q7Z2W4,ZC3HAV1,Zinc finger CCCH-type antiviral protein 1,"Cytoplasm, Nucleus",0.01695,0.1559,0.103,Not confident,"Antiviral defense, Immunity, Innate immunity, RNA-binding",none
P12035,KRT3,"Keratin, type II cytoskeletal 3","Intermediate filament, Keratin",0.0169,0.1412,0.099,Not confident,NA,none
Q9BXR5,TLR10,Toll-like receptor 10,Membrane,0.01686,0.3276,0.139,Not confident,"Immunity, Inflammatory response, Innate immunity, Receptor",none
Q9BZD4,NUF2,Kinetochore protein Nuf2,"Centromere, Chromosome, Kinetochore, Nucleus",0.0168,0.1436,0.131,Not confident,"Cell cycle, Cell division, Mitosis",none
P10747,CD28,T-cell-specific surface glycoprotein CD28,Membrane,0.01678,0.2522,0.049,Not confident,NA,none
O00264,PGRMC1,Membrane-associated progesterone receptor component 1,"Endoplasmic reticulum, Membrane, Microsome, Mitochondrion, Mitochondrion outer membrane, Secreted",0.01678,0.1414,0.194,Not confident,Receptor,none
Q9Y6W5,WASF2,Actin-binding protein WASF2,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane",0.01677,0.2861,0.155,Not confident,"Actin-binding, Host-virus interaction",none
Q02040,AKAP17A,A-kinase anchor protein 17A,"Nucleus, Spliceosome",0.01674,0.1685,0.125,Not confident,"mRNA processing, mRNA splicing, RNA-binding",none
Q659C4,LARP1B,La-related protein 1B,NA,0.01672,0.4429,0.15,Not confident,RNA-binding,none
P18146,EGR1,Early growth response protein 1,"Cytoplasm, Nucleus",0.01672,0.1167,0.181,Not confident,"Activator, Biological rhythms, DNA-binding, Transcription, Transcription regulation",none
Q9UGP4,LIMD1,LIM domain-containing protein 1,"Cell junction, Cytoplasm, Nucleus",0.01671,0.1665,0.159,Not confident,"Repressor, RNA-mediated gene silencing, Transcription, Transcription regulation",none
Q8WVK2,SNRNP27,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein,Nucleus,0.01662,0.1021,0.269,Not confident,"mRNA processing, mRNA splicing",none
P80511,S100A12,Protein S100-A12,"Cell membrane, Cytoplasm, Cytoskeleton, Membrane, Secreted",0.0166,0.05072,0.075,Not confident,"Antibiotic, Antimicrobial, Fungicide, Immunity, Inflammatory response, Innate immunity",none
Q8IYI6,EXOC8,Exocyst complex component 8,"Cell projection, Cytoplasm",0.01657,0.1882,0.157,Not confident,"Exocytosis, Protein transport, Transport",none
P49223,SPINT3,Kunitz-type protease inhibitor 3,Secreted,0.01656,0.4883,0.194,Not confident,"Protease inhibitor, Serine protease inhibitor",none
O75348,ATP6V1G1,V-type proton ATPase subunit G 1,"Cell membrane, Membrane",0.01656,0.2328,0.201,Not confident,"Hydrogen ion transport, Ion transport, Transport",none
P51654,GPC3,Glypican-3,"Cell membrane, Membrane",0.01656,0.137,0.107,Not confident,Protease inhibitor,none
Q9BRX2,PELO,Protein pelota homolog,Cytoplasm,0.01646,0.2167,0.179,Not confident,"Cell cycle, Cell division, Translation regulation",none
Q9H3R2,MUC13,Mucin-13,"Cell membrane, Membrane, Secreted",0.01645,0.2878,0.047,Not confident,NA,none
P18848,ATF4,Cyclic AMP-dependent transcription factor ATF-4,"Cell membrane, Cytoplasm, Cytoskeleton, Membrane, Nucleus",0.01639,0.3596,0.123,Not confident,"Activator, Biological rhythms, DNA-binding, Repressor, Transcription, Transcription regulation",none
Q9H0Y0,ATG10,Ubiquitin-like-conjugating enzyme ATG10,Cytoplasm,0.01637,0.2517,0.2,Not confident,"Autophagy, Protein transport, Transferase, Transport, Ubl conjugation pathway",none
Q9NUM4,TMEM106B,Transmembrane protein 106B,"Cell membrane, Endosome, Lysosome, Membrane",0.01636,0.2764,0.073,Not confident,Transport,none
P35241,RDX,Radixin,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane",0.01634,0.1713,0.1,Not confident,"Actin capping, Actin-binding",none
P35527,KRT9,"Keratin, type I cytoskeletal 9","Intermediate filament, Keratin",0.01633,0.1833,0.1,Not confident,NA,none
P31948,STIP1,Stress-induced-phosphoprotein 1,"Cytoplasm, Nucleus",0.01631,0.2174,0.178,Not confident,NA,none
Q9NP71,MLXIPL,Carbohydrate-responsive element-binding protein,Nucleus,0.01628,0.664,0.13,Not confident,"DNA-binding, Repressor, Transcription, Transcription regulation",none
Q0D2K5,EGFEM1P,Putative EGF-like and EMI domain-containing protein 1,NA,0.01616,0.3047,0.137,Not confident,NA,none
Q15388,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,"Membrane, Mitochondrion, Mitochondrion outer membrane",0.01616,0.1033,0.123,Not confident,"Protein transport, Transport",none
P05387,RPLP2,Large ribosomal subunit protein P2,NA,0.01614,0.4817,0.21,Not confident,"Ribonucleoprotein, Ribosomal protein",none
Q5SVS4,SLC25A30,Kidney mitochondrial carrier protein 1,"Membrane, Mitochondrion, Mitochondrion inner membrane",0.01611,0.4087,0.196,Not confident,Transport,none
P86452,ZBED6,Zinc finger BED domain-containing protein 6,"Cytoplasm, Nucleus",0.01607,0.152,0.148,Not confident,"DNA-binding, Repressor, Transcription, Transcription regulation",none
Q06265,EXOSC9,Exosome complex component RRP45,"Cytoplasm, Exosome, Nucleus",0.01605,0.2141,0.186,Not confident,"RNA-binding, rRNA processing",none
Q96A22,C11orf52,Uncharacterized protein C11orf52,NA,0.01605,0.1071,0.027,Not confident,NA,none
Q86UT8,CENATAC,Centrosomal AT-AC splicing factor,"Cytoplasm, Cytoskeleton",0.01604,0.3289,0.094,Not confident,"mRNA processing, mRNA splicing",none
P48307,TFPI2,Tissue factor pathway inhibitor 2,Secreted,0.01602,0.4243,0.186,Not confident,"Blood coagulation, Hemostasis, Protease inhibitor, Serine protease inhibitor",none
P36406,TRIM23,E3 ubiquitin-protein ligase TRIM23,"Cytoplasm, Golgi apparatus, Lysosome, Membrane",0.01602,0.1462,0.077,Not confident,"Host-virus interaction, Immunity, Innate immunity, Transferase, Ubl conjugation pathway",none
P51636,CAV2,Caveolin-2,"Cell membrane, Cytoplasm, Golgi apparatus, Membrane, Nucleus",0.016,0.1427,0.12,Not confident,NA,none
Q8IXU6,SLC35F2,Solute carrier family 35 member F2,Membrane,0.01598,0.3335,0.167,Not confident,Transport,none
Q5SW96,LDLRAP1,Low density lipoprotein receptor adapter protein 1,Cytoplasm,0.01596,0.3267,0.112,Not confident,"Cholesterol metabolism, Endocytosis, Lipid metabolism, Steroid metabolism, Sterol metabolism",none
P09871,C1S,Complement C1s subcomponent,NA,0.01595,0.2534,0.114,Not confident,"Complement pathway, Hydrolase, Immunity, Innate immunity, Protease, Serine protease",none
P21926,CD9,CD9 antigen,"Cell membrane, Membrane, Secreted",0.01595,0.1362,0.171,Not confident,"Cell adhesion, Fertilization",none
Q96A25,TMEM106A,Transmembrane protein 106A,"Cell membrane, Membrane",0.0159,0.1837,0.089,Not confident,"Immunity, Innate immunity",none
Q5VUR7,ANKRD20A3P,Putative ankyrin repeat domain-containing protein 20A3,NA,0.0159,0.131,0.089,Not confident,NA,none
Q9NZZ3,CHMP5,Charged multivesicular body protein 5,"Cytoplasm, Endosome, Membrane",0.01588,0.4568,0.149,Not confident,"Protein transport, Transport",none
Q96ED9,HOOK2,Protein Hook homolog 2,"Cytoplasm, Cytoskeleton, Golgi apparatus, Microtubule",0.01587,0.1597,0.14,Not confident,"Protein transport, Transport",none
Q86X19,TMEM17,Transmembrane protein 17,"Cell membrane, Cell projection, Cilium, Membrane",0.01585,0.3506,0.15,Not confident,Cilium biogenesis/degradation,none
Q9NRG9,AAAS,Aladin,"Cytoplasm, Cytoskeleton, Nuclear pore complex, Nucleus",0.01582,0.4194,0.138,Not confident,"mRNA transport, Protein transport, Translocation, Transport",none
Q01518,CAP1,Adenylyl cyclase-associated protein 1,"Cell membrane, Membrane",0.01582,0.1646,0.192,Not confident,Actin-binding,none
P0DKB5,TPBGL,Trophoblast glycoprotein-like,Membrane,0.01581,0.3198,0.127,Not confident,NA,none
Q96MH2,HEXIM2,Protein HEXIM2,Nucleus,0.01581,0.307,0.124,Not confident,"Repressor, Transcription, Transcription regulation",none
O00755,WNT7A,Protein Wnt-7a,"Extracellular matrix, Secreted",0.01578,0.2688,0.146,Not confident,"Developmental protein, Wnt signaling pathway",none
Q6NZI2,CAVIN1,Caveolae-associated protein 1,"Cell membrane, Cytoplasm, Endoplasmic reticulum, Membrane, Microsome, Mitochondrion, Nucleus",0.01578,0.1052,0.059,Not confident,"RNA-binding, rRNA-binding, Transcription, Transcription regulation, Transcription termination",none
Q13740,ALCAM,CD166 antigen,"Cell membrane, Cell projection, Membrane, Secreted",0.01576,0.2861,0.116,Not confident,"Adaptive immunity, Cell adhesion, Immunity",none
Q9NW81,DMAC2,Distal membrane-arm assembly complex protein 2,Mitochondrion,0.01576,0.1747,0.141,Not confident,NA,none
Q96FZ7,CHMP6,Charged multivesicular body protein 6,"Endosome, Membrane",0.01575,0.1399,0.158,Not confident,"Protein transport, Transport",none
Q9UJ41,RABGEF1,Rab5 GDP/GTP exchange factor,"Cytoplasm, Endosome",0.0157,0.2074,0.183,Not confident,"Endocytosis, Protein transport, Transport, Ubl conjugation pathway",none
P12270,TPR,Nucleoprotein TPR,"Centromere, Chromosome, Cytoplasm, Cytoskeleton, Kinetochore, Membrane, Nuclear pore complex, Nucleus",0.01569,0.2362,0.2,Not confident,"Cell cycle, Cell division, Mitosis, mRNA transport, Protein transport, Translocation, Transport",none
Q8WUM4,PDCD6IP,Programmed cell death 6-interacting protein,"Cell junction, Cytoplasm, Cytoskeleton, Secreted, Tight junction",0.01569,0.1853,0.192,Not confident,"Apoptosis, Cell cycle, Cell division, Host-virus interaction, Protein transport, Transport",none
P57076,CFAP298,Cilia- and flagella-associated protein 298,"Cell projection, Cilium, Cytoplasm, Cytoskeleton",0.01569,0.11194,0.128,Not confident,NA,none
O75602,SPAG6,Sperm-associated antigen 6,"Cell projection, Cilium, Cytoplasm, Cytoskeleton, Flagellum, Microtubule",0.0156,0.165,0.132,Not confident,Cilium biogenesis/degradation,none
P00403,MT-CO2,Cytochrome c oxidase subunit 2,"Membrane, Mitochondrion, Mitochondrion inner membrane",0.015526,0.2966,0.169,Not confident,"Electron transport, Respiratory chain, Translocase, Transport",none
Q9NP84,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Membrane,0.01547,0.3247,0.027,Not confident,"Angiogenesis, Apoptosis, Cell adhesion, Developmental protein, Differentiation, Receptor",none
Q13123,IK,Protein Red,"Chromosome, Cytoplasm, Cytoskeleton, Nucleus, Spliceosome",0.01545,0.28,0.134,Not confident,"Host-virus interaction, mRNA processing, mRNA splicing",none
Q96PB8,LRRC3B,Leucine-rich repeat-containing protein 3B,Membrane,0.01539,0.313,0.128,Not confident,NA,none
Q9Y399,MRPS2,Small ribosomal subunit protein uS2m,Mitochondrion,0.01538,0.3477,0.186,Not confident,"Ribonucleoprotein, Ribosomal protein",none
P23142,FBLN1,Fibulin-1,"Extracellular matrix, Secreted",0.01536,0.1567,0.179,Not confident,Host-virus interaction,none
Q6ISS4,LAIR2,Leukocyte-associated immunoglobulin-like receptor 2,Secreted,0.01535,0.08575,0.023,Not confident,Receptor,none
P04424,ASL,Argininosuccinate lyase,NA,0.01534,0.5376,0.163,Not confident,"Amino-acid biosynthesis, Arginine biosynthesis, Lyase, Urea cycle",none
O95140,MFN2,Mitofusin-2,"Membrane, Mitochondrion, Mitochondrion outer membrane",0.015274,0.2983,0.105,Not confident,"Apoptosis, Autophagy, Hydrolase, Unfolded protein response",none
Q96NY8,NECTIN4,Nectin-4,"Cell junction, Cell membrane, Membrane, Secreted",0.015175,0.2502,0.105,Not confident,"Cell adhesion, Host cell receptor for virus entry, Host-virus interaction, Receptor",none
Q9Y5E6,PCDHB3,Protocadherin beta-3,"Cell membrane, Membrane",0.01515,0.1984,0.176,Not confident,Cell adhesion,none
Q9UJM3,ERRFI1,ERBB receptor feedback inhibitor 1,"Cell membrane, Cytoplasm, Membrane, Nucleus",0.01515,0.136,0.075,Not confident,NA,none
Q9HCU0,CD248,Endosialin,Membrane,0.015114,0.127,0.106,Not confident,NA,none
Q9Y5H0,PCDHGA3,Protocadherin gamma-A3,"Cell membrane, Membrane",0.0151,0.1508,0.206,Not confident,Cell adhesion,none
Q9BT25,HAUS8,HAUS augmin-like complex subunit 8,"Cytoplasm, Cytoskeleton, Microtubule",0.01508,0.1288,0.073,Not confident,"Cell cycle, Cell division, Mitosis",none
P52732,KIF11,Kinesin-like protein KIF11,"Cytoplasm, Cytoskeleton, Microtubule",0.01504,0.255,0.228,Not confident,"Cell cycle, Cell division, Mitosis, Motor protein",none
Q9UBK2,PPARGC1A,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha,"Cytoplasm, Nucleus",0.01504,0.1494,0.09,Not confident,"Activator, Biological rhythms, RNA-binding, Transcription, Transcription regulation",none
P56134,ATP5MF,"ATP synthase subunit f, mitochondrial","CF(0), Membrane, Mitochondrion, Mitochondrion inner membrane",0.01503,0.09717,0.107,Not confident,"ATP synthesis, Hydrogen ion transport, Ion transport, Transport",none
P49756,RBM25,RNA-binding protein 25,"Cytoplasm, Nucleus",0.015015,0.1582,0.199,Not confident,"mRNA processing, mRNA splicing, RNA-binding",none
O95391,SLU7,Pre-mRNA-splicing factor SLU7,"Cytoplasm, Nucleus, Spliceosome",0.015,0.1942,0.167,Not confident,"mRNA processing, mRNA splicing",none
Q9ULW3,ABT1,Activator of basal transcription 1,Nucleus,0.014984,0.1918,0.203,Not confident,"DNA-binding, RNA-binding, Transcription, Transcription regulation",none
Q7Z2K8,GPRIN1,G protein-regulated inducer of neurite outgrowth 1,"Cell membrane, Cell projection, Membrane",0.014915,0.0842,0.062,Not confident,NA,none
P46527,CDKN1B,Cyclin-dependent kinase inhibitor 1B,"Cytoplasm, Endosome, Nucleus",0.014915,0.0576,0.108,Not confident,"Cell cycle, Protein kinase inhibitor",none
O15392,BIRC5,Baculoviral IAP repeat-containing protein 5,"Centromere, Chromosome, Cytoplasm, Cytoskeleton, Kinetochore, Microtubule, Nucleus",0.0149,0.1467,0.178,Not confident,"Apoptosis, Cell cycle, Cell division, Chromosome partition, Host-virus interaction, Mitosis, Protease inhibitor, Repressor, Thiol protease inhibitor, Transcription, Transcription regulation",none
Q9H3P7,ACBD3,Golgi resident protein GCP60,"Golgi apparatus, Membrane, Mitochondrion",0.01487,0.1436,0.124,Not confident,"Host-virus interaction, Lipid biosynthesis, Lipid metabolism, Steroid biosynthesis",none
Q06787,FMR1,Fragile X messenger ribonucleoprotein 1,"Cell membrane, Cell projection, Centromere, Chromosome, Cytoplasm, Membrane, Nucleus, Postsynaptic cell membrane, Synapse, Synaptosome",0.01485,0.1617,0.121,Not confident,"Activator, DNA damage, Host-virus interaction, mRNA processing, mRNA splicing, mRNA transport, Neurogenesis, Repressor, Ribonucleoprotein, RNA-binding, RNA-mediated gene silencing, Translation regulation, Transport",none
P15311,EZR,Ezrin,"Cell membrane, Cell projection, Cytoplasm, Cytoskeleton, Membrane",0.014824,0.1615,0.112,Not confident,Cell shape,none
Q4KMZ8,NKAIN1,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1,"Cell membrane, Membrane",0.0148,0.3323,0.141,Not confident,NA,none
Q8NET8,TRPV3,Transient receptor potential cation channel subfamily V member 3,Membrane,0.01479,0.2471,0.101,Not confident,"Calcium channel, Calcium transport, Ion channel, Ion transport, Transport",none
Q15696,ZRSR2,U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2,"Nucleus, Spliceosome",0.014725,0.2295,0.177,Not confident,"mRNA processing, mRNA splicing, Ribonucleoprotein, RNA-binding",none
Q86WW8,COA5,Cytochrome c oxidase assembly factor 5,NA,0.01469,0.0893,0.156,Not confident,NA,none
P60033,CD81,CD81 antigen,"Cell membrane, Membrane",0.01468,0.1624,0.132,Not confident,"Adaptive immunity, Host cell receptor for virus entry, Host-virus interaction, Immunity, Receptor",none
Q9H6H4,REEP4,Receptor expression-enhancing protein 4,"Endoplasmic reticulum, Membrane, Microtubule",0.01465,0.3638,0.17,Not confident,"Cell cycle, Cell division, Mitosis",none
Q16236,NFE2L2,Nuclear factor erythroid 2-related factor 2,"Cytoplasm, Nucleus",0.01464,0.1503,0.127,Not confident,"Activator, DNA-binding, Host-virus interaction, Transcription, Transcription regulation",none
O95169,NDUFB8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial","Membrane, Mitochondrion, Mitochondrion inner membrane",0.01464,0.1166,0.139,Not confident,"Electron transport, Respiratory chain, Transport",none
Q155Q3,DIXDC1,Dixin,"Cell junction, Cytoplasm, Cytoskeleton",0.01461,0.1836,0.089,Not confident,"Actin-binding, Developmental protein, Wnt signaling pathway",none
P05026,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,"Cell membrane, Membrane",0.01456,0.2559,0.152,Not confident,"Cell adhesion, Immunity, Innate immunity, Ion transport, Potassium transport, Sodium transport, Sodium/potassium transport, Transport",none
Q9UNK0,STX8,Syntaxin-8,Membrane,0.014534,0.2634,0.162,Not confident,Transport,none
P54855,UGT2B15,UDP-glucuronosyltransferase 2B15,"Endoplasmic reticulum, Membrane",0.01444,0.2695,0.181,Not confident,"Glycosyltransferase, Lipid metabolism, Steroid metabolism, Transferase",none
Q96BZ8,LENG1,Leukocyte receptor cluster member 1,NA,0.01443,0.516,0.187,Not confident,NA,none
